0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
tam,det,0,-10,1,0,15,-8,1,0,-3,0,0,0,-6,-9,1,0,1,7,0,0,-5,11,0,0,-2,17,0,0,-16,-20,1,0,-3,1,0,0,-3,-10,1,0,11,4,1,0,0,-3,1,0,1,-9,1,0,-9,17,0,0,-9,-6,0,0,-13,-17,1,0,-6,-7,1,0,1,5,0,0
crd,car,-16,15,0,0,4,3,1,0,-11,-4,0,0,-6,2,0,0,-16,11,0,0,10,7,1,0,4,7,0,0,-13,8,0,0,-9,8,0,0,-13,8,0,0,-20,4,0,0,-4,-11,1,0,-9,-6,0,0,11,-5,1,0,-6,-1,0,0,0,-16,1,0,20,-10,1,0,-17,-4,0,0
min,sdg,-10,-3,0,0,1,-9,1,0,-9,17,0,0,11,4,1,0,0,-3,1,0,15,8,1,0,7,4,1,0,-16,13,0,0,1,-3,1,0,10,5,1,0,-3,11,0,0,11,-16,1,0,1,0,1,0,0,16,0,0,-4,-6,1,0,-16,0,0,0,17,-2,1,0,-7,11,0,0
sfo,sea,15,-16,1,0,-6,2,0,0,-16,11,0,0,4,3,1,0,-11,-4,0,0,-10,4,0,0,-10,8,0,0,8,-23,1,0,-10,5,0,0,-7,-17,1,0,-8,15,0,0,-5,11,0,0,2,-6,1,0,-10,4,0,0,-3,0,0,0,-6,-7,1,0,8,-13,1,0,5,1,1,0
was,nyg,-9,-6,0,0,-3,-6,1,0,7,10,0,0,-6,22,0,0,8,15,0,0,1,11,0,0,15,8,1,0,4,7,0,0,15,12,1,0,-6,-9,1,0,-6,22,0,0,8,15,0,0,-3,-6,1,0,7,10,0,0,4,8,0,0,-20,-16,0,0,7,4,1,0,11,1,1,0
nyj,dal,15,-16,1,0,11,15,0,0,-1,-6,1,0,-20,11,0,0,-6,-9,1,0,17,-9,1,0,-16,13,0,0,0,-16,1,0,-10,-13,1,0,-9,-10,1,0,3,4,0,0,10,7,1,0,-9,1,0,0,15,8,1,0,-11,-4,0,0,20,-10,1,0,-7,-6,0,0,-16,8,0,0
nwe,mia,15,-16,1,0,11,-20,1,0,8,4,1,0,4,11,0,0,-9,-6,0,0,-6,-9,1,0,-10,-17,1,0,-20,-16,0,0,11,-7,1,0,-16,15,0,0,4,11,0,0,-9,-6,0,0,11,-20,1,0,8,4,1,0,0,-3,1,0,-16,-20,1,0,-10,-17,1,0,-9,15,0,0
den,rai,5,10,0,0,1,0,1,0,0,16,0,0,-3,11,0,0,11,-16,1,0,-6,8,0,0,5,11,0,0,8,15,0,0,5,-10,1,0,8,-13,1,0,3,8,0,0,16,0,1,0,11,-9,1,0,4,-10,1,0,11,1,1,0,7,5,1,0,-10,20,0,0,-17,-13,0,0
car,gnb,-2,5,0,0,-13,8,0,0,-20,4,0,0,-16,15,0,0,4,3,1,0,-9,-6,0,0,11,-5,1,0,-6,-1,0,0,0,-16,1,0,19,11,1,0,-13,-20,1,0,22,-6,1,0,-10,0,0,0,-6,-9,1,0,15,11,1,0,17,-9,1,0,8,15,0,0,-2,-20,1,0
nor,chi,11,19,0,0,-10,0,0,0,-6,-9,1,0,-13,-20,1,0,22,-6,1,0,15,-8,1,0,-3,0,0,0,11,-5,1,0,8,-13,1,0,7,-11,1,0,-20,-13,0,0,15,11,1,0,8,-13,1,0,-9,-6,0,0,22,-6,1,0,4,8,0,0,-1,-6,1,0,-17,-13,0,0
cle,clt,-6,4,0,0,-14,18,0,0,-13,-3,0,0,-16,-10,0,0,11,-3,1,0,4,-20,1,0,-6,-1,0,0,7,1,1,0,11,5,1,0,-16,11,0,0,0,-3,1,0,8,3,1,0,11,-6,1,0,0,1,0,0,-9,11,0,0,8,-6,1,0,16,0,1,0,8,15,0,0
kan,det,-16,18,0,0,-13,8,0,0,11,-9,1,0,-16,15,0,0,-20,11,0,0,3,8,0,0,16,0,1,0,8,-6,1,0,5,7,0,0,4,-3,1,0,-3,-10,1,0,11,4,1,0,0,-10,1,0,15,-8,1,0,1,-9,1,0,-9,17,0,0,-9,-6,0,0,-13,-17,1,0
jax,nyj,-7,-9,1,0,-6,11,0,0,-6,-3,0,0,-3,0,0,0,-9,11,0,0,0,1,0,0,-6,8,0,0,7,10,0,0,-7,-6,0,0,4,1,1,0,15,-16,1,0,11,15,0,0,-9,-10,1,0,3,4,0,0,-20,11,0,0,-6,-9,1,0,17,-9,1,0,-16,13,0,0
rav,oti,12,-16,1,0,-10,-16,1,0,-3,-13,1,0,18,-14,1,0,4,-20,1,0,11,-3,1,0,-4,-6,1,0,-6,-4,0,0,-17,-10,0,0,-9,-7,0,0,-3,0,0,0,-9,11,0,0,-6,11,0,0,-6,-3,0,0,8,3,1,0,11,1,1,0,4,-10,1,0,-23,8,0,0
sea,pit,-6,10,0,0,-7,-17,1,0,-8,15,0,0,15,-16,1,0,-6,2,0,0,2,-6,1,0,-10,4,0,0,-3,0,0,0,-6,-7,1,0,-16,12,0,0,18,-14,1,0,4,-20,1,0,-10,-16,1,0,-3,-13,1,0,-13,-3,0,0,-6,-4,0,0,-4,-11,1,0,-13,8,0,0
buf,rai,18,-16,1,0,-16,15,0,0,-20,11,0,0,-13,8,0,0,11,-9,1,0,11,15,0,0,-1,-6,1,0,8,4,1,0,13,-16,1,0,0,-3,1,0,8,-13,1,0,3,8,0,0,5,10,0,0,1,0,1,0,11,-9,1,0,4,-10,1,0,11,1,1,0,7,5,1,0
was,crd,5,-9,1,0,-9,-6,0,0,-3,-6,1,0,-6,-9,1,0,-6,22,0,0,-6,22,0,0,8,15,0,0,1,11,0,0,15,8,1,0,5,-2,1,0,-16,15,0,0,4,3,1,0,-13,8,0,0,-20,4,0,0,-6,2,0,0,-16,11,0,0,10,7,1,0,4,7,0,0
tam,min,-3,4,0,0,0,-10,1,0,15,-8,1,0,-3,-10,1,0,11,4,1,0,-6,-9,1,0,1,7,0,0,-5,11,0,0,-2,17,0,0,-6,1,0,0,-10,-3,0,0,1,-9,1,0,10,5,1,0,-3,11,0,0,11,4,1,0,0,-3,1,0,15,8,1,0,7,4,1,0
dal,sfo,1,4,0,0,-9,-10,1,0,3,4,0,0,15,-16,1,0,11,15,0,0,-9,1,0,0,15,8,1,0,-11,-4,0,0,20,-10,1,0,10,-6,1,0,15,-16,1,0,-6,2,0,0,-7,-17,1,0,-8,15,0,0,4,3,1,0,-11,-4,0,0,-10,4,0,0,-10,8,0,0
den,cin,-3,0,0,0,5,10,0,0,1,0,1,0,8,-13,1,0,3,8,0,0,-3,11,0,0,11,-16,1,0,-6,8,0,0,5,11,0,0,4,-6,1,0,-16,-10,0,0,11,-3,1,0,-14,18,0,0,-13,-3,0,0,-3,-13,1,0,7,1,1,0,11,-16,1,0,8,-23,1,0
mia,htx,1,15,0,0,-16,15,0,0,4,11,0,0,15,-16,1,0,11,-20,1,0,11,-20,1,0,8,4,1,0,0,-3,1,0,-16,-20,1,0,11,-16,1,0,11,-6,1,0,0,1,0,0,0,-3,1,0,8,3,1,0,-6,-3,0,0,1,11,0,0,0,16,0,0,-10,20,0,0
nwe,sdg,15,1,1,0,15,-16,1,0,11,-20,1,0,-16,15,0,0,4,11,0,0,4,11,0,0,-9,-6,0,0,-6,-9,1,0,-10,-17,1,0,1,-6,1,0,10,5,1,0,-3,11,0,0,-10,-3,0,0,1,-9,1,0,1,0,1,0,0,16,0,0,-4,-6,1,0,-16,0,0,0
atl,phi,-11,7,0,0,8,-13,1,0,-9,-6,0,0,-20,-13,0,0,15,11,1,0,-20,4,0,0,-4,-11,1,0,1,7,0,0,8,-10,1,0,8,-10,1,0,-10,-9,0,0,-9,1,0,0,-17,-7,0,0,2,-6,1,0,3,4,0,0,10,7,1,0,-9,17,0,0,-20,-2,0,0
ram,nyg,-10,8,0,0,-17,-7,0,0,2,-6,1,0,-10,-9,0,0,-9,1,0,0,-8,15,0,0,-5,11,0,0,-16,11,0,0,17,-2,1,0,-9,5,0,0,-6,-9,1,0,-6,22,0,0,-9,-6,0,0,-3,-6,1,0,-3,-6,1,0,7,10,0,0,4,8,0,0,-20,-16,0,0
jax,car,-20,9,0,0,-7,-9,1,0,-6,11,0,0,4,1,1,0,15,-16,1,0,-3,0,0,0,-9,11,0,0,0,1,0,0,-6,8,0,0,0,7,0,0,-2,5,0,0,-13,8,0,0,19,11,1,0,-13,-20,1,0,-16,15,0,0,4,3,1,0,-9,-6,0,0,11,-5,1,0
cin,sfo,-1,1,0,0,4,-6,1,0,-16,-10,0,0,-3,0,0,0,5,10,0,0,-14,18,0,0,-13,-3,0,0,-3,-13,1,0,7,1,1,0,1,4,0,0,10,-6,1,0,15,-16,1,0,1,4,0,0,-9,-10,1,0,-7,-17,1,0,-8,15,0,0,4,3,1,0,-11,-4,0,0
cle,mia,4,-4,1,0,-6,4,0,0,-14,18,0,0,-16,11,0,0,0,-3,1,0,-16,-10,0,0,11,-3,1,0,4,-20,1,0,-6,-1,0,0,-10,0,0,0,1,15,0,0,-16,15,0,0,11,-16,1,0,11,-6,1,0,15,-16,1,0,11,-20,1,0,11,-20,1,0,8,4,1,0
den,oti,1,-1,1,0,-3,0,0,0,5,10,0,0,4,-6,1,0,-16,-10,0,0,8,-13,1,0,3,8,0,0,-3,11,0,0,11,-16,1,0,3,-10,1,0,-9,-7,0,0,-3,0,0,0,12,-16,1,0,-10,-16,1,0,-6,11,0,0,-6,-3,0,0,8,3,1,0,11,1,1,0
htx,nor,0,-10,1,0,11,-16,1,0,11,-6,1,0,1,15,0,0,-16,15,0,0,0,-3,1,0,8,3,1,0,-6,-3,0,0,1,11,0,0,7,-10,1,0,11,19,0,0,-10,0,0,0,7,-11,1,0,-20,-13,0,0,-13,-20,1,0,22,-6,1,0,15,-8,1,0,-3,0,0,0
nwe,buf,12,-2,1,0,15,1,1,0,15,-16,1,0,1,-6,1,0,10,5,1,0,-16,15,0,0,4,11,0,0,4,11,0,0,-9,-6,0,0,15,12,1,0,18,-16,1,0,-16,15,0,0,0,-3,1,0,8,-13,1,0,-13,8,0,0,11,-9,1,0,11,15,0,0,-1,-6,1,0
nyg,phi,5,-7,1,0,-9,5,0,0,-6,-9,1,0,-10,8,0,0,-17,-7,0,0,-9,-6,0,0,-3,-6,1,0,-3,-6,1,0,7,10,0,0,8,12,0,0,8,-10,1,0,-10,-9,0,0,-11,7,0,0,8,-13,1,0,-17,-7,0,0,2,-6,1,0,3,4,0,0,10,7,1,0
det,min,25,-20,1,0,4,-3,1,0,-3,-10,1,0,-16,18,0,0,-13,8,0,0,0,-10,1,0,15,-8,1,0,1,-9,1,0,-9,17,0,0,-3,1,0,0,-6,1,0,0,-10,-3,0,0,-3,4,0,0,0,-10,1,0,10,5,1,0,-3,11,0,0,11,4,1,0,0,-3,1,0
rai,nyj,12,15,0,0,0,-3,1,0,8,-13,1,0,18,-16,1,0,-16,15,0,0,5,10,0,0,1,0,1,0,11,-9,1,0,4,-10,1,0,9,-20,1,0,4,1,1,0,15,-16,1,0,-7,-9,1,0,-6,11,0,0,-9,-10,1,0,3,4,0,0,-20,11,0,0,-6,-9,1,0
kan,sdg,-20,25,0,0,-16,18,0,0,-13,8,0,0,4,-3,1,0,-3,-10,1,0,-16,15,0,0,-20,11,0,0,3,8,0,0,16,0,1,0,-2,12,0,0,1,-6,1,0,10,5,1,0,15,1,1,0,15,-16,1,0,-10,-3,0,0,1,-9,1,0,1,0,1,0,0,16,0,0
ram,rav,-7,5,0,0,-10,8,0,0,-17,-7,0,0,-9,5,0,0,-6,-9,1,0,-10,-9,0,0,-9,1,0,0,-8,15,0,0,-5,11,0,0,-10,3,0,0,12,-16,1,0,-10,-16,1,0,-9,-7,0,0,-3,0,0,0,18,-14,1,0,4,-20,1,0,11,-3,1,0,-4,-6,1,0
chi,gnb,-10,7,0,0,7,-11,1,0,-20,-13,0,0,11,19,0,0,-10,0,0,0,8,-13,1,0,-9,-6,0,0,22,-6,1,0,4,8,0,0,7,0,1,0,19,11,1,0,-13,-20,1,0,-2,5,0,0,-13,8,0,0,-10,0,0,0,-6,-9,1,0,15,11,1,0,17,-9,1,0
sea,crd,-23,1,0,0,-6,10,0,0,-7,-17,1,0,-16,12,0,0,18,-14,1,0,15,-16,1,0,-6,2,0,0,2,-6,1,0,-10,4,0,0,-2,-1,0,0,5,-2,1,0,-16,15,0,0,5,-9,1,0,-9,-6,0,0,-13,8,0,0,-20,4,0,0,-6,2,0,0,-16,11,0,0
atl,tam,12,8,1,0,-11,7,0,0,8,-13,1,0,8,-10,1,0,-10,-9,0,0,-20,-13,0,0,15,11,1,0,-20,4,0,0,-4,-11,1,0,1,-3,1,0,-3,4,0,0,0,-10,1,0,-6,1,0,0,-10,-3,0,0,-3,-10,1,0,11,4,1,0,-6,-9,1,0,1,7,0,0
clt,pit,-4,4,0,0,-16,11,0,0,0,-3,1,0,-6,4,0,0,-14,18,0,0,11,-6,1,0,0,1,0,0,-9,11,0,0,8,-6,1,0,1,-23,1,0,-16,12,0,0,18,-14,1,0,-6,10,0,0,-7,-17,1,0,-10,-16,1,0,-3,-13,1,0,-13,-3,0,0,-6,-4,0,0
was,dal,-1,-2,1,0,5,-9,1,0,-9,-6,0,0,5,-2,1,0,-16,15,0,0,-6,-9,1,0,-6,22,0,0,-6,22,0,0,8,15,0,0,4,1,1,0,1,4,0,0,-9,-10,1,0,10,-6,1,0,15,-16,1,0,15,-16,1,0,11,15,0,0,-9,1,0,0,15,8,1,0
ram,was,-16,14,0,0,-7,5,0,0,-10,8,0,0,-10,3,0,0,12,-16,1,0,-9,5,0,0,-6,-9,1,0,-10,-9,0,0,-9,1,0,0,-7,-5,0,0,-1,-2,1,0,5,-9,1,0,4,1,1,0,1,4,0,0,5,-2,1,0,-16,15,0,0,-6,-9,1,0,-6,22,0,0
det,dal,3,0,1,0,25,-20,1,0,4,-3,1,0,-3,1,0,0,-6,1,0,0,-16,18,0,0,-13,8,0,0,0,-10,1,0,15,-8,1,0,-5,-7,1,0,4,1,1,0,1,4,0,0,-1,-2,1,0,5,-9,1,0,10,-6,1,0,15,-16,1,0,15,-16,1,0,11,15,0,0
kan,min,-6,-3,0,0,-20,25,0,0,-16,18,0,0,-2,12,0,0,1,-6,1,0,4,-3,1,0,-3,-10,1,0,-16,15,0,0,-20,11,0,0,0,3,0,0,-3,1,0,0,-6,1,0,0,25,-20,1,0,4,-3,1,0,-3,4,0,0,0,-10,1,0,10,5,1,0,-3,11,0,0
cin,buf,-15,-10,0,0,-1,1,0,0,4,-6,1,0,1,4,0,0,10,-6,1,0,-3,0,0,0,5,10,0,0,-14,18,0,0,-13,-3,0,0,11,8,1,0,15,12,1,0,18,-16,1,0,12,-2,1,0,15,1,1,0,0,-3,1,0,8,-13,1,0,-13,8,0,0,11,-9,1,0
oti,cle,-6,-9,1,0,3,-10,1,0,-9,-7,0,0,1,-1,1,0,-3,0,0,0,12,-16,1,0,-10,-16,1,0,-6,11,0,0,-6,-3,0,0,-6,-7,1,0,4,-4,1,0,-6,4,0,0,-10,0,0,0,1,15,0,0,-16,11,0,0,0,-3,1,0,-16,-10,0,0,11,-3,1,0
pit,htx,0,-3,1,0,1,-23,1,0,-16,12,0,0,-4,4,0,0,-16,11,0,0,-6,10,0,0,-7,-17,1,0,-10,-16,1,0,-3,-13,1,0,10,17,0,0,0,-10,1,0,11,-16,1,0,7,-10,1,0,11,19,0,0,1,15,0,0,-16,15,0,0,0,-3,1,0,8,3,1,0
jax,nor,-13,-7,0,0,-20,9,0,0,-7,-9,1,0,0,7,0,0,-2,5,0,0,4,1,1,0,15,-16,1,0,-3,0,0,0,-9,11,0,0,17,10,1,0,7,-10,1,0,11,19,0,0,0,-10,1,0,11,-16,1,0,7,-11,1,0,-20,-13,0,0,-13,-20,1,0,22,-6,1,0
sfo,phi,-10,-15,1,0,1,4,0,0,10,-6,1,0,-1,1,0,0,4,-6,1,0,1,4,0,0,-9,-10,1,0,-7,-17,1,0,-8,15,0,0,-7,6,0,0,8,12,0,0,8,-10,1,0,5,-7,1,0,-9,5,0,0,-11,7,0,0,8,-13,1,0,-17,-7,0,0,2,-6,1,0
car,chi,-7,-13,1,0,0,7,0,0,-2,5,0,0,-20,9,0,0,-7,-9,1,0,19,11,1,0,-13,-20,1,0,-16,15,0,0,4,3,1,0,-6,4,0,0,-10,7,0,0,7,-11,1,0,7,0,1,0,19,11,1,0,11,19,0,0,-10,0,0,0,8,-13,1,0,-9,-6,0,0
sea,atl,-10,-13,1,0,-23,1,0,0,-6,10,0,0,-2,-1,0,0,5,-2,1,0,-16,12,0,0,18,-14,1,0,15,-16,1,0,-6,2,0,0,-10,-7,0,0,12,8,1,0,-11,7,0,0,1,-3,1,0,-3,4,0,0,8,-10,1,0,-10,-9,0,0,-20,-13,0,0,15,11,1,0
crd,nyg,-13,-10,0,0,-2,-1,0,0,5,-2,1,0,-23,1,0,0,-6,10,0,0,5,-9,1,0,-9,-6,0,0,-13,8,0,0,-20,4,0,0,6,-7,1,0,5,-7,1,0,-9,5,0,0,8,12,0,0,8,-10,1,0,-10,8,0,0,-17,-7,0,0,-9,-6,0,0,-3,-6,1,0
gnb,den,4,-6,1,0,7,0,1,0,19,11,1,0,-10,7,0,0,7,-11,1,0,-2,5,0,0,-13,8,0,0,-10,0,0,0,-6,-9,1,0,-9,-6,0,0,1,-1,1,0,-3,0,0,0,3,-10,1,0,-9,-7,0,0,4,-6,1,0,-16,-10,0,0,8,-13,1,0,3,8,0,0
mia,sdg,-7,-6,0,0,-10,0,0,0,1,15,0,0,4,-4,1,0,-6,4,0,0,11,-16,1,0,11,-6,1,0,15,-16,1,0,11,-20,1,0,-3,-6,1,0,-2,12,0,0,1,-6,1,0,-20,25,0,0,-16,18,0,0,15,1,1,0,15,-16,1,0,-10,-3,0,0,1,-9,1,0
rai,nwe,11,1,1,0,12,15,0,0,0,-3,1,0,9,-20,1,0,4,1,1,0,18,-16,1,0,-16,15,0,0,5,10,0,0,1,0,1,0,8,11,0,0,12,-2,1,0,15,1,1,0,15,12,1,0,18,-16,1,0,1,-6,1,0,10,5,1,0,-16,15,0,0,4,11,0,0
nyj,rav,1,11,0,0,9,-20,1,0,4,1,1,0,12,15,0,0,0,-3,1,0,-7,-9,1,0,-6,11,0,0,-9,-10,1,0,3,4,0,0,14,-16,1,0,-10,3,0,0,12,-16,1,0,-7,5,0,0,-10,8,0,0,-9,-7,0,0,-3,0,0,0,18,-14,1,0,4,-20,1,0
clt,tam,-3,0,0,0,-4,4,0,0,-16,11,0,0,1,-23,1,0,-16,12,0,0,-6,4,0,0,-14,18,0,0,11,-6,1,0,0,1,0,0,-7,-10,1,0,1,-3,1,0,-3,4,0,0,12,8,1,0,-11,7,0,0,-6,1,0,0,-10,-3,0,0,-3,-10,1,0,11,4,1,0
jax,cin,-13,0,0,0,-13,-7,0,0,-20,9,0,0,17,10,1,0,7,-10,1,0,0,7,0,0,-2,5,0,0,4,1,1,0,15,-16,1,0,0,-3,1,0,-15,-10,0,0,-1,1,0,0,11,8,1,0,15,12,1,0,1,4,0,0,10,-6,1,0,-3,0,0,0,5,10,0,0
clt,kan,-6,1,0,0,-3,0,0,0,-4,4,0,0,-7,-10,1,0,1,-3,1,0,1,-23,1,0,-16,12,0,0,-6,4,0,0,-14,18,0,0,-1,-6,1,0,-6,-3,0,0,-20,25,0,0,0,3,0,0,-3,1,0,0,-2,12,0,0,1,-6,1,0,4,-3,1,0,-3,-10,1,0
rai,htx,-4,8,0,0,11,1,1,0,12,15,0,0,8,11,0,0,12,-2,1,0,9,-20,1,0,4,1,1,0,18,-16,1,0,-16,15,0,0,-6,-13,1,0,10,17,0,0,0,-10,1,0,0,-3,1,0,1,-23,1,0,7,-10,1,0,11,19,0,0,1,15,0,0,-16,15,0,0
oti,pit,8,-10,1,0,-6,-9,1,0,3,-10,1,0,-6,-7,1,0,4,-4,1,0,1,-1,1,0,-3,0,0,0,12,-16,1,0,-10,-16,1,0,-13,-6,0,0,0,-3,1,0,1,-23,1,0,10,17,0,0,0,-10,1,0,-4,4,0,0,-16,11,0,0,-6,10,0,0,-7,-17,1,0
phi,buf,0,1,0,0,-7,6,0,0,8,12,0,0,-10,-15,1,0,1,4,0,0,5,-7,1,0,-9,5,0,0,-11,7,0,0,8,-13,1,0,-3,0,0,0,11,8,1,0,15,12,1,0,-15,-10,0,0,-1,1,0,0,12,-2,1,0,15,1,1,0,0,-3,1,0,8,-13,1,0
nor,car,0,-13,1,0,17,10,1,0,7,-10,1,0,-13,-7,0,0,-20,9,0,0,0,-10,1,0,11,-16,1,0,7,-11,1,0,-20,-13,0,0,6,11,0,0,-7,-13,1,0,0,7,0,0,-6,4,0,0,-10,7,0,0,-20,9,0,0,-7,-9,1,0,19,11,1,0,-13,-20,1,0
sea,nyg,5,7,0,0,-10,-13,1,0,-23,1,0,0,-10,-7,0,0,12,8,1,0,-2,-1,0,0,5,-2,1,0,-16,12,0,0,18,-14,1,0,8,4,1,0,6,-7,1,0,5,-7,1,0,-13,-10,0,0,-2,-1,0,0,8,12,0,0,8,-10,1,0,-10,8,0,0,-17,-7,0,0
min,crd,-6,-1,0,0,0,3,0,0,-3,1,0,0,-6,-3,0,0,-20,25,0,0,25,-20,1,0,4,-3,1,0,-3,4,0,0,0,-10,1,0,4,8,0,0,-13,-10,0,0,-2,-1,0,0,6,-7,1,0,5,-7,1,0,-23,1,0,0,-6,10,0,0,5,-9,1,0,-9,-6,0,0
tam,sfo,1,-6,1,0,-7,-10,1,0,1,-3,1,0,-3,0,0,0,-4,4,0,0,12,8,1,0,-11,7,0,0,-6,1,0,0,-10,-3,0,0,1,0,1,0,-10,-15,1,0,1,4,0,0,-7,6,0,0,8,12,0,0,-1,1,0,0,4,-6,1,0,1,4,0,0,-9,-10,1,0
nyj,nwe,-6,11,0,0,1,11,0,0,9,-20,1,0,14,-16,1,0,-10,3,0,0,12,15,0,0,0,-3,1,0,-7,-9,1,0,-6,11,0,0,8,-4,1,0,8,11,0,0,12,-2,1,0,11,1,1,0,12,15,0,0,15,12,1,0,18,-16,1,0,1,-6,1,0,10,5,1,0
sdg,den,3,-7,1,0,-3,-6,1,0,-2,12,0,0,-7,-6,0,0,-10,0,0,0,-20,25,0,0,-16,18,0,0,15,1,1,0,15,-16,1,0,0,26,0,0,-9,-6,0,0,1,-1,1,0,4,-6,1,0,7,0,1,0,3,-10,1,0,-9,-7,0,0,4,-6,1,0,-16,-10,0,0
gnb,atl,26,0,1,0,4,-6,1,0,7,0,1,0,-9,-6,0,0,1,-1,1,0,-10,7,0,0,7,-11,1,0,-2,5,0,0,-13,8,0,0,7,5,1,0,-10,-7,0,0,12,8,1,0,-10,-13,1,0,-23,1,0,0,1,-3,1,0,-3,4,0,0,8,-10,1,0,-10,-9,0,0
chi,det,11,6,1,0,-6,4,0,0,-10,7,0,0,-7,-13,1,0,0,7,0,0,7,0,1,0,19,11,1,0,11,19,0,0,-10,0,0,0,11,7,1,0,3,0,1,0,25,-20,1,0,-5,-7,1,0,4,1,1,0,-3,1,0,0,-6,1,0,0,-16,18,0,0,-13,8,0,0
atl,car,-9,2,0,0,7,5,1,0,-10,-7,0,0,26,0,1,0,4,-6,1,0,-10,-13,1,0,-23,1,0,0,1,-3,1,0,-3,4,0,0,4,7,0,0,6,11,0,0,-7,-13,1,0,0,-13,1,0,17,10,1,0,-6,4,0,0,-10,7,0,0,-20,9,0,0,-7,-9,1,0
nyg,buf,2,13,0,0,8,4,1,0,6,-7,1,0,5,7,0,0,-10,-13,1,0,-13,-10,0,0,-2,-1,0,0,8,12,0,0,8,-10,1,0,8,1,1,0,-3,0,0,0,11,8,1,0,0,1,0,0,-7,6,0,0,-15,-10,0,0,-1,1,0,0,12,-2,1,0,15,1,1,0
clt,cin,1,5,0,0,-6,1,0,0,-3,0,0,0,-1,-6,1,0,-6,-3,0,0,-7,-10,1,0,1,-3,1,0,1,-23,1,0,-16,12,0,0,7,-3,1,0,0,-3,1,0,-15,-10,0,0,-13,0,0,0,-13,-7,0,0,11,8,1,0,15,12,1,0,1,4,0,0,10,-6,1,0
ram,gnb,-13,-6,0,0,-16,14,0,0,-7,5,0,0,-7,-5,0,0,-1,-2,1,0,-10,3,0,0,12,-16,1,0,-9,5,0,0,-6,-9,1,0,2,-9,1,0,26,0,1,0,4,-6,1,0,7,5,1,0,-10,-7,0,0,-9,-6,0,0,1,-1,1,0,-10,7,0,0,7,-11,1,0
jax,pit,-3,7,0,0,-13,0,0,0,-13,-7,0,0,0,-3,1,0,-15,-10,0,0,17,10,1,0,7,-10,1,0,0,7,0,0,-2,5,0,0,15,-6,1,0,-13,-6,0,0,0,-3,1,0,8,-10,1,0,-6,-9,1,0,10,17,0,0,0,-10,1,0,-4,4,0,0,-16,11,0,0
sfo,det,25,-20,1,0,1,0,1,0,-10,-15,1,0,1,-6,1,0,-7,-10,1,0,-7,6,0,0,8,12,0,0,-1,1,0,0,4,-6,1,0,1,-10,1,0,11,7,1,0,3,0,1,0,11,6,1,0,-6,4,0,0,-5,-7,1,0,4,1,1,0,-3,1,0,0,-6,1,0,0
phi,was,1,8,0,0,0,1,0,0,-7,6,0,0,-3,0,0,0,11,8,1,0,-10,-15,1,0,1,4,0,0,5,-7,1,0,-9,5,0,0,-6,-13,1,0,-7,-5,0,0,-1,-2,1,0,-16,14,0,0,-7,5,0,0,4,1,1,0,1,4,0,0,5,-2,1,0,-16,15,0,0
rai,cle,2,-3,1,0,-4,8,0,0,11,1,1,0,-6,-13,1,0,10,17,0,0,8,11,0,0,12,-2,1,0,9,-20,1,0,4,1,1,0,-10,8,0,0,-6,-7,1,0,4,-4,1,0,-6,-9,1,0,3,-10,1,0,-10,0,0,0,1,15,0,0,-16,11,0,0,0,-3,1,0
rav,htx,11,-6,1,0,14,-16,1,0,-10,3,0,0,1,11,0,0,9,-20,1,0,-7,5,0,0,-10,8,0,0,-9,-7,0,0,-3,0,0,0,-3,2,0,0,-6,-13,1,0,10,17,0,0,-4,8,0,0,11,1,1,0,0,-3,1,0,1,-23,1,0,7,-10,1,0,11,19,0,0
dal,nwe,7,11,0,0,-5,-7,1,0,4,1,1,0,3,0,1,0,25,-20,1,0,-1,-2,1,0,5,-9,1,0,10,-6,1,0,15,-16,1,0,7,-2,1,0,8,-4,1,0,8,11,0,0,-6,11,0,0,1,11,0,0,11,1,1,0,12,15,0,0,15,12,1,0,18,-16,1,0
tam,nor,-20,25,0,0,1,-6,1,0,-7,-10,1,0,1,0,1,0,-10,-15,1,0,-3,0,0,0,-4,4,0,0,12,8,1,0,-11,7,0,0,7,4,1,0,0,-13,1,0,17,10,1,0,6,11,0,0,-7,-13,1,0,-13,-7,0,0,-20,9,0,0,0,-10,1,0,11,-16,1,0
chi,min,-10,1,0,0,11,6,1,0,-6,4,0,0,11,7,1,0,3,0,1,0,-7,-13,1,0,0,7,0,0,7,0,1,0,19,11,1,0,11,-13,1,0,-6,-1,0,0,0,3,0,0,4,8,0,0,-13,-10,0,0,-6,-3,0,0,-20,25,0,0,25,-20,1,0,4,-3,1,0
mia,nyj,-7,3,0,0,-7,-6,0,0,-10,0,0,0,-3,-6,1,0,-2,12,0,0,4,-4,1,0,-6,4,0,0,11,-16,1,0,11,-6,1,0,-2,7,0,0,-6,11,0,0,1,11,0,0,8,-4,1,0,8,11,0,0,14,-16,1,0,-10,3,0,0,12,15,0,0,0,-3,1,0
