0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
chi,nyg,-3,-6,1,0,4,-3,1,0,-4,-9,1,0,11,-16,1,0,4,-3,1,0,-16,-10,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-13,6,0,0,-9,15,0,0,8,-5,1,0,-12,-4,0,0,15,-10,1,0,1,11,0,0,0,0,0,1,0,0,0,1,0,0,0,1
mia,nwe,0,8,0,0,-9,-13,1,0,-8,-13,1,0,5,-9,1,0,-14,-13,0,0,-14,-9,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,7,1,0,-9,5,0,0,15,1,1,0,-16,11,0,0,-13,-8,0,0,-14,-13,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ram,det,-3,-20,1,0,7,-7,1,0,-9,-7,0,0,4,-3,1,0,-9,8,0,0,4,7,0,0,-10,-16,1,0,-10,15,0,0,0,0,0,1,3,5,0,0,-13,1,0,0,9,12,0,0,-6,-3,0,0,11,-16,1,0,-13,-9,0,0,-14,-9,0,0,-3,4,0,0,0,0,0,1
buf,jax,-9,15,0,0,7,15,0,0,-16,11,0,0,8,0,1,0,5,-9,1,0,-9,5,0,0,15,1,1,0,4,-3,1,0,0,0,0,1,8,5,1,0,-20,5,0,0,-10,15,0,0,4,-10,1,0,15,-9,1,0,12,9,1,0,-3,4,0,0,-9,-2,0,0,0,0,0,1
rav,den,-6,-9,1,0,1,-6,1,0,-13,-8,0,0,15,-10,1,0,-4,-12,1,0,-9,-7,0,0,-9,-6,0,0,1,15,0,0,0,0,0,1,3,-3,1,0,-10,4,0,0,8,-9,1,0,6,-13,1,0,-12,-4,0,0,15,-9,1,0,1,11,0,0,8,-17,1,0,0,0,0,1
was,gnb,-6,-11,1,0,-7,7,0,0,4,7,0,0,5,-20,1,0,12,9,1,0,-9,-7,0,0,-10,-6,0,0,11,1,1,0,0,0,0,1,5,3,1,0,-6,-3,0,0,11,-16,1,0,-13,1,0,0,9,12,0,0,4,-3,1,0,-4,-9,1,0,-13,-8,0,0,0,0,0,1
atl,cle,-7,-9,1,0,4,1,1,0,18,-16,1,0,-13,8,0,0,-1,2,0,0,2,-1,1,0,-9,-14,1,0,-6,-10,1,0,0,0,0,1,0,-3,1,0,-6,1,0,0,-9,-7,0,0,-3,-16,1,0,-8,-13,1,0,-13,-8,0,0,-13,-14,1,0,-2,-9,1,0,0,0,0,1
chi,car,-20,-6,0,0,-3,-6,1,0,4,-3,1,0,-13,6,0,0,-9,15,0,0,11,-16,1,0,4,-3,1,0,-16,-10,0,0,0,0,0,1,-9,-7,0,0,-16,-3,0,0,-16,-3,0,0,1,4,0,0,2,-1,1,0,-8,-13,1,0,1,15,0,0,-6,-9,1,0,0,0,0,1
tam,cin,-10,15,0,0,-3,-16,1,0,-6,-9,1,0,-4,-12,1,0,-8,-14,1,0,-5,8,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-3,0,0,0,-3,-16,1,0,-8,-13,1,0,-6,1,0,0,-9,-7,0,0,-16,-3,0,0,-5,8,0,0,-13,-14,1,0,0,0,0,1
clt,kan,5,8,0,0,4,-10,1,0,15,-9,1,0,-20,5,0,0,-10,15,0,0,8,-9,1,0,-6,1,0,0,8,-5,1,0,0,0,0,1,8,-13,1,0,-7,-9,1,0,-2,-9,1,0,-1,2,0,0,-17,8,0,0,-9,-6,0,0,0,0,0,1,0,0,0,1,0,0,0,1
htx,nyg,8,1,1,0,-10,4,0,0,7,4,1,0,0,1,0,0,-7,-9,1,0,-3,4,0,0,-16,-10,0,0,-10,-16,1,0,0,0,0,1,-6,-20,1,0,-13,6,0,0,-9,15,0,0,-3,-6,1,0,4,-3,1,0,-12,-4,0,0,15,-10,1,0,1,11,0,0,0,0,0,1
nor,crd,-7,-9,1,0,1,4,0,0,2,-1,1,0,-16,-3,0,0,-16,-3,0,0,18,-16,1,0,-14,-8,0,0,-17,8,0,0,0,0,0,1,-13,18,0,0,1,0,1,0,-16,18,0,0,-3,4,0,0,15,-10,1,0,-7,-9,1,0,-10,15,0,0,-14,-8,0,0,0,0,0,1
rai,sdg,1,8,0,0,0,1,0,0,-7,-9,1,0,-10,4,0,0,7,4,1,0,-16,18,0,0,-6,-10,1,0,-10,-6,0,0,0,0,0,1,18,-13,1,0,-3,4,0,0,15,-10,1,0,1,0,1,0,-16,18,0,0,-9,8,0,0,8,-17,1,0,1,-6,1,0,0,0,0,1
dal,oti,4,-10,1,0,-3,4,0,0,-16,-10,0,0,7,4,1,0,11,1,1,0,-4,-9,1,0,0,0,0,1,0,0,0,1,0,0,0,1,-3,3,0,0,6,-13,1,0,-12,-4,0,0,-10,4,0,0,8,-9,1,0,-9,15,0,0,8,-5,1,0,-8,-14,1,0,0,0,0,1
phi,sfo,-11,-6,0,0,5,-20,1,0,12,9,1,0,-7,7,0,0,4,7,0,0,-10,15,0,0,1,-6,1,0,-9,-4,0,0,0,0,0,1,-9,-7,0,0,-13,8,0,0,-1,2,0,0,4,1,1,0,18,-16,1,0,-7,-9,1,0,-2,-9,1,0,-9,-14,1,0,0,0,0,1
nyj,min,15,-9,1,0,8,0,1,0,5,-9,1,0,7,15,0,0,-16,11,0,0,-9,-13,1,0,-8,-13,1,0,15,1,1,0,0,0,0,1,1,-13,1,0,-13,-9,0,0,-14,-9,0,0,9,12,0,0,-9,-4,0,0,-8,-13,1,0,0,0,0,1,0,0,0,1,0,0,0,1
sdg,ram,4,12,0,0,18,-13,1,0,-3,4,0,0,1,8,0,0,0,1,0,0,1,0,1,0,-16,18,0,0,-9,8,0,0,8,-17,1,0,-17,21,0,0,-3,-20,1,0,7,-7,1,0,3,5,0,0,-13,1,0,0,4,-3,1,0,-9,8,0,0,4,7,0,0,-10,-16,1,0
rav,nwe,8,-6,1,0,-6,-9,1,0,1,-6,1,0,3,-3,1,0,-10,4,0,0,15,-10,1,0,-4,-12,1,0,-9,-7,0,0,-9,-6,0,0,18,-9,1,0,15,7,1,0,-9,5,0,0,0,8,0,0,-9,-13,1,0,-16,11,0,0,-13,-8,0,0,-14,-13,0,0,0,0,0,1
atl,phi,-3,-13,1,0,-7,-9,1,0,4,1,1,0,0,-3,1,0,-6,1,0,0,-13,8,0,0,-1,2,0,0,2,-1,1,0,-9,-14,1,0,4,1,1,0,-11,-6,0,0,5,-20,1,0,-9,-7,0,0,-13,8,0,0,-7,7,0,0,4,7,0,0,-10,15,0,0,1,-6,1,0
sea,chi,-20,-3,0,0,4,-3,1,0,-9,8,0,0,7,-7,1,0,-9,-7,0,0,15,-10,1,0,-9,-2,0,0,-6,1,0,0,0,0,0,1,0,-17,1,0,-20,-6,0,0,-3,-6,1,0,-9,-7,0,0,-16,-3,0,0,-13,6,0,0,-9,15,0,0,11,-16,1,0,4,-3,1,0
cle,pit,-13,-3,0,0,0,-3,1,0,-6,1,0,0,-7,-9,1,0,4,1,1,0,-3,-16,1,0,-8,-13,1,0,-13,-8,0,0,-13,-14,1,0,-9,-6,0,0,15,-10,1,0,-4,-12,1,0,1,-6,1,0,-13,-8,0,0,-3,-16,1,0,-6,-9,1,0,15,-10,1,0,0,0,0,1
gnb,mia,-10,-7,0,0,5,3,1,0,-6,-3,0,0,-6,-11,1,0,-7,7,0,0,-13,1,0,0,9,12,0,0,4,-3,1,0,-4,-9,1,0,-9,18,0,0,0,8,0,0,-9,-13,1,0,15,7,1,0,-9,5,0,0,5,-9,1,0,-14,-13,0,0,-14,-9,0,0,0,0,0,1
nor,tam,-3,7,0,0,-7,-9,1,0,1,4,0,0,-13,18,0,0,1,0,1,0,-16,-3,0,0,-16,-3,0,0,18,-16,1,0,-14,-8,0,0,1,-2,1,0,-10,15,0,0,-3,-16,1,0,-3,0,0,0,-3,-16,1,0,-4,-12,1,0,-8,-14,1,0,-5,8,0,0,0,0,0,1
