0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
nor,car,-16,11,-6,-10,0,-3,26,-6,-3,3,12,-6,4,7,3,-5,15,-6,8,-16,-7,-9,0,-6,15,21,11,8,18,-23,4,29,-10,0,-2,8,15,-6,8,4,4,-17,-3,-7,1,-3,-13,-14,11,-13,8,-10,7,-8,12,-13,-17,-1,15,-23,0,1,-16,-11,21,15,-6,-17,8,-16,7,-3,-2,4,7,-1,-2,4,-9,13
dal,chi,8,1,1,-2,-6,26,4,0,7,8,-6,-20,8,-7,25,28,-2,7,8,-16,-7,-6,13,8,-5,5,8,11,4,1,-3,-4,15,10,8,15,0,-3,15,0,-3,0,-2,19,0,-3,-4,-2,4,-3,18,22,4,-2,-5,3,9,17,17,0,8,7,1,-2,3,1,5,-10,-10,-2,-9,-2,-6,0,5,-13,-16,9,-17,-10
den,sdg,28,5,12,5,8,11,4,-6,5,-3,22,-2,10,16,12,-4,28,25,29,-3,14,-2,18,0,26,4,15,-20,11,-11,11,-6,3,-10,8,0,-6,-14,7,0,14,-9,-13,-6,18,15,-7,-3,-3,5,1,7,1,-17,-4,-14,-6,4,7,-2,-6,-3,10,7,5,8,1,-2,4,-6,-16,8,11,1,-10,-3,-10,-7,0,7
jax,buf,4,-3,9,5,-10,-17,-9,4,6,4,-13,19,-17,1,-4,12,-3,11,-20,14,-6,22,-14,-4,-21,5,-3,15,-7,0,-20,1,-13,-6,-5,11,1,-4,14,20,-17,4,8,11,14,-9,-13,0,-10,0,-6,12,0,-2,1,4,1,14,0,-3,-3,4,1,0,-2,0,5,-14,-13,1,-6,27,-11,-8,11,-5,-10,-3,-4,-9
htx,clt,-3,4,8,11,-17,-10,0,5,1,4,1,4,-7,-6,-10,15,-20,11,-3,0,-14,7,7,1,8,5,-7,5,-17,0,6,-6,-9,19,1,-13,11,8,20,14,5,19,-1,-9,-12,17,7,4,-15,15,4,1,16,10,-14,-4,11,5,14,-20,4,-16,-3,1,-2,-6,5,-7,-3,-10,-6,6,4,0,12,10,-3,-10,1,36
mia,nwe,11,5,0,-20,-7,-3,-3,-7,-4,-1,-1,-3,-6,4,-2,0,0,3,-6,15,4,0,1,-3,0,-13,-23,5,1,-13,1,-20,-10,4,-7,0,1,-2,-9,-4,4,3,11,8,11,8,-3,1,32,8,4,-6,4,7,7,4,-17,-10,7,0,0,-20,-10,-13,0,-2,5,-23,0,-7,11,18,19,-9,0,-7,26,-4,36,1
phi,min,11,-3,1,-2,1,-7,4,-10,26,-3,-16,-8,-20,-6,8,-3,13,-2,-3,29,-7,3,7,10,10,4,-16,19,-3,4,-10,11,0,-2,10,15,-1,7,-17,8,3,6,0,-3,3,3,-3,18,11,4,0,4,8,21,-16,0,-13,12,11,4,4,8,7,8,1,11,14,11,0,-17,13,-1,-2,-9,-9,0,-13,5,11,1
sfo,tam,-4,-6,0,-10,4,-17,-3,0,-14,-13,19,-13,8,-6,9,-3,11,-20,12,-12,-16,4,-20,6,11,5,4,-10,-10,19,18,11,4,-10,-10,-7,8,-2,9,-16,4,-17,-17,4,1,-2,18,5,-1,-4,1,4,-10,8,0,8,-3,8,-13,-10,-20,0,-9,-7,-6,-5,-1,-6,-10,5,-23,18,-2,0,0,8,0,1,4,-2
was,atl,-13,22,-6,1,-17,4,-7,1,4,11,7,1,-2,22,22,18,-7,8,1,-9,-3,4,-3,15,4,10,5,-5,4,-3,15,-2,8,5,-6,-7,15,8,8,-17,-2,-1,11,8,-10,-6,5,18,-13,10,-13,11,-10,4,8,0,5,7,0,7,0,4,8,1,-6,0,-6,-1,8,-5,11,-23,-3,7,0,-10,1,0,0,-4
cle,chi,3,4,5,9,-12,4,-3,18,1,-5,-6,0,-10,8,-6,8,14,1,-6,-17,8,4,-17,-9,-13,0,-13,1,-11,11,-2,15,7,-16,-3,-6,-3,-9,-3,0,22,5,-3,0,-2,19,0,-3,-4,-2,4,-3,18,22,4,-2,-5,3,9,17,17,0,8,7,1,-2,3,1,5,-10,-10,-2,-9,-2,-6,0,5,-13,-16,9
nyg,sea,-9,14,1,-6,-2,1,4,-10,1,-3,-8,-16,0,-16,-2,4,-2,13,-16,8,-23,15,0,18,8,13,19,-16,-9,10,-23,11,29,4,-7,-6,15,-13,-10,8,-6,-4,11,-16,18,-3,10,-13,4,1,-9,-14,11,-1,-3,-10,5,11,0,-3,22,-6,6,-20,-11,-16,-3,-10,19,-10,27,-6,35,-23,0,-6,-2,1,5,-16
car,nyj,-10,8,4,-17,-3,-7,1,-3,-13,-14,11,-13,8,-10,7,-8,12,-13,-17,-1,15,-23,0,1,-16,-11,21,15,-6,-17,8,-16,7,-3,-2,4,7,-1,-2,4,14,4,-20,0,-20,-4,-9,14,3,-3,-14,26,7,4,-17,-4,7,5,-10,15,4,-3,-13,-10,-5,-6,-14,5,-6,4,-13,-9,-6,-13,-16,-17,-4,26,4,-10
kan,rai,22,-13,5,12,15,18,-6,4,0,-10,0,-6,-6,-7,1,-16,3,-6,8,-16,3,-7,-6,-7,5,-21,-20,15,-10,-3,-23,-8,-16,7,4,-2,-14,-6,-17,5,4,14,1,8,-4,0,5,0,-3,1,-3,26,-2,-5,-16,1,4,-6,-9,1,-2,14,-4,-14,-6,-2,-2,1,-17,-6,-8,-23,-10,3,-6,-3,-13,11,-6,15
dal,gnb,5,22,8,1,1,-2,-6,26,4,0,7,8,-6,-20,8,-7,25,28,-2,7,8,-16,-7,-6,13,8,-5,5,8,11,4,1,-3,-4,15,10,8,15,0,-3,-1,-2,-13,17,3,3,-10,4,-10,4,-3,4,21,8,8,-10,-4,-6,-1,-14,7,11,15,-3,5,11,11,14,32,-16,-2,-10,4,-3,0,-9,-13,15,1,-3
nor,ram,8,-10,-16,11,-6,-10,0,-3,26,-6,-3,3,12,-6,4,7,3,-5,15,-6,8,-16,-7,-9,0,-6,15,21,11,8,18,-23,4,29,-10,0,-2,8,15,-6,-13,7,-10,0,19,-2,15,-15,-2,5,-14,-9,-8,7,15,-10,11,-3,-12,12,-16,8,1,8,4,1,-10,-3,5,-10,-1,13,-8,-11,-7,-10,8,-6,-10,4
oti,crd,5,28,-9,-1,0,-4,4,7,4,6,5,-2,-6,8,-10,-3,-6,3,15,-10,-3,-6,1,7,-7,-14,15,-3,-16,32,-9,-13,0,4,-13,1,-4,1,14,-20,7,-13,-2,1,17,-12,4,-9,4,1,4,-10,-1,11,-3,9,-1,-17,-10,-13,-16,8,2,-2,1,4,-10,4,-10,5,15,-13,-23,35,-17,-16,-6,8,-4,0
pit,cin,5,11,-3,-1,4,-12,14,4,0,-13,8,32,-5,-2,-4,-7,-4,-17,4,11,0,17,-13,-3,-14,-7,1,-13,-13,-10,1,4,1,11,0,-3,-9,-3,-13,-10,19,5,-6,-13,18,-3,-6,-3,-3,-1,26,-14,4,1,4,1,-10,-17,-17,-6,11,7,-3,-13,-2,1,0,-6,-10,-13,11,-10,-4,-3,-3,-10,11,-13,5,-17
rav,det,6,3,-1,-3,-4,-20,-3,0,-3,-6,-5,1,-7,-4,-6,-4,3,0,-3,0,7,-14,-9,-17,4,26,-6,0,10,-9,-6,11,5,8,-3,0,-7,-10,-10,-13,-3,11,17,-13,-2,1,4,14,-2,-4,8,7,1,4,8,-6,-14,-1,17,9,4,-3,-2,2,11,1,1,3,-5,8,-13,15,-3,4,10,12,8,11,-3,1
ram,tam,4,-7,-13,7,-10,0,19,-2,15,-15,-2,5,-14,-9,-8,7,15,-10,11,-3,-12,12,-16,8,1,8,4,1,-10,-3,5,-10,-1,13,-8,-11,-7,-10,8,-6,-9,10,4,-17,-17,4,1,-2,18,5,-1,-4,1,4,-10,8,0,8,-3,8,-13,-10,-20,0,-9,-7,-6,-5,-1,-6,-10,5,-23,18,-2,0,0,8,0,1
mia,buf,1,-3,11,5,0,-20,-7,-3,-3,-7,-4,-1,-1,-3,-6,4,-2,0,0,3,-6,15,4,0,1,-3,0,-13,-23,5,1,-13,1,-20,-10,4,-7,0,1,-2,4,-3,-17,4,8,11,14,-9,-13,0,-10,0,-6,12,0,-2,1,4,1,14,0,-3,-3,4,1,0,-2,0,5,-14,-13,1,-6,27,-11,-8,11,-5,-10,-3
min,cin,25,7,3,6,0,-3,3,3,-3,18,11,4,0,4,8,21,-16,0,-13,12,11,4,4,8,7,8,1,11,14,11,0,-17,13,-1,-2,-9,-9,0,-13,5,-3,7,19,5,-6,-13,18,-3,-6,-3,-3,-1,26,-14,4,1,4,1,-10,-17,-17,-6,11,7,-3,-13,-2,1,0,-6,-10,-13,11,-10,-4,-3,-3,-10,11,-13
nyj,cle,-3,7,14,4,-20,0,-20,-4,-9,14,3,-3,-14,26,7,4,-17,-4,7,5,-10,15,4,-3,-13,-10,-5,-6,-14,5,-6,4,-13,-9,-6,-13,-16,-17,-4,26,8,15,3,4,5,9,-12,4,-3,18,1,-5,-6,0,-10,8,-6,8,14,1,-6,-17,8,4,-17,-9,-13,0,-13,1,-11,11,-2,15,7,-16,-3,-6,-3,-9
clt,kan,2,-20,5,19,-1,-9,-12,17,7,4,-15,15,4,1,16,10,-14,-4,11,5,14,-20,4,-16,-3,1,-2,-6,5,-7,-3,-10,-6,6,4,0,12,10,-3,-10,33,8,22,-13,5,12,15,18,-6,4,0,-10,0,-6,-6,-7,1,-16,3,-6,8,-16,3,-7,-6,-7,5,-21,-20,15,-10,-3,-23,-8,-16,7,4,-2,-14,-6
den,htx,-3,4,28,5,12,5,8,11,4,-6,5,-3,22,-2,10,16,12,-4,28,25,29,-3,14,-2,18,0,26,4,15,-20,11,-11,11,-6,3,-10,8,0,-6,-14,-20,2,-3,4,8,11,-17,-10,0,5,1,4,1,4,-7,-6,-10,15,-20,11,-3,0,-14,7,7,1,8,5,-7,5,-17,0,6,-6,-9,19,1,-13,11,8
jax,oti,-3,4,4,-3,9,5,-10,-17,-9,4,6,4,-13,19,-17,1,-4,12,-3,11,-20,14,-6,22,-14,-4,-21,5,-3,15,-7,0,-20,1,-13,-6,-5,11,1,-4,11,14,5,28,-9,-1,0,-4,4,7,4,6,5,-2,-6,8,-10,-3,-6,3,15,-10,-3,-6,1,7,-7,-14,15,-3,-16,32,-9,-13,0,4,-13,1,-4,1
was,dal,3,4,-13,22,-6,1,-17,4,-7,1,4,11,7,1,-2,22,22,18,-7,8,1,-9,-3,4,-3,15,4,10,5,-5,4,-3,15,-2,8,5,-6,-7,15,8,13,14,5,22,8,1,1,-2,-6,26,4,0,7,8,-6,-20,8,-7,25,28,-2,7,8,-16,-7,-6,13,8,-5,5,8,11,4,1,-3,-4,15,10,8,15
nor,car,-7,4,8,-10,-16,11,-6,-10,0,-3,26,-6,-3,3,12,-6,4,7,3,-5,15,-6,8,-16,-7,-9,0,-6,15,21,11,8,18,-23,4,29,-10,0,-2,8,7,-3,-10,8,4,-17,-3,-7,1,-3,-13,-14,11,-13,8,-10,7,-8,12,-13,-17,-1,15,-23,0,1,-16,-11,21,15,-6,-17,8,-16,7,-3,-2,4,7,-1
nyg,det,-23,0,-9,14,1,-6,-2,1,4,-10,1,-3,-8,-16,0,-16,-2,4,-2,13,-16,8,-23,15,0,18,8,13,19,-16,-9,10,-23,11,29,4,-7,-6,15,-13,-7,-5,-3,11,17,-13,-2,1,4,14,-2,-4,8,7,1,4,8,-6,-14,-1,17,9,4,-3,-2,2,11,1,1,3,-5,8,-13,15,-3,4,10,12,8,11
crd,sea,14,11,7,-13,-2,1,17,-12,4,-9,4,1,4,-10,-1,11,-3,9,-1,-17,-10,-13,-16,8,2,-2,1,4,-10,4,-10,5,15,-13,-23,35,-17,-16,-6,8,0,-23,-6,-4,11,-16,18,-3,10,-13,4,1,-9,-14,11,-1,-3,-10,5,11,0,-3,22,-6,6,-20,-11,-16,-3,-10,19,-10,27,-6,35,-23,0,-6,-2,1
pit,gnb,7,-3,5,11,-3,-1,4,-12,14,4,0,-13,8,32,-5,-2,-4,-7,-4,-17,4,11,0,17,-13,-3,-14,-7,1,-13,-13,-10,1,4,1,11,0,-3,-9,-3,14,13,-1,-2,-13,17,3,3,-10,4,-10,4,-3,4,21,8,8,-10,-4,-6,-1,-14,7,11,15,-3,5,11,11,14,32,-16,-2,-10,4,-3,0,-9,-13,15
nwe,rav,-3,1,4,3,11,8,11,8,-3,1,32,8,4,-6,4,7,7,4,-17,-10,7,0,0,-20,-10,-13,0,-2,5,-23,0,-7,11,18,19,-9,0,-7,26,-4,-5,-7,6,3,-1,-3,-4,-20,-3,0,-3,-6,-5,1,-7,-4,-6,-4,3,0,-3,0,7,-14,-9,-17,4,26,-6,0,10,-9,-6,11,5,8,-3,0,-7,-10
sdg,rai,4,-3,14,-9,-13,-6,18,15,-7,-3,-3,5,1,7,1,-17,-4,-14,-6,4,7,-2,-6,-3,10,7,5,8,1,-2,4,-6,-16,8,11,1,-10,-3,-10,-7,8,33,4,14,1,8,-4,0,5,0,-3,1,-3,26,-2,-5,-16,1,4,-6,-9,1,-2,14,-4,-14,-6,-2,-2,1,-17,-6,-8,-23,-10,3,-6,-3,-13,11
chi,phi,15,8,22,5,-3,0,-2,19,0,-3,-4,-2,4,-3,18,22,4,-2,-5,3,9,17,17,0,8,7,1,-2,3,1,5,-10,-10,-2,-9,-2,-6,0,5,-13,7,25,11,-3,1,-2,1,-7,4,-10,26,-3,-16,-8,-20,-6,8,-3,13,-2,-3,29,-7,3,7,10,10,4,-16,19,-3,4,-10,11,0,-2,10,15,-1,7
sfo,atl,10,-9,-4,-6,0,-10,4,-17,-3,0,-14,-13,19,-13,8,-6,9,-3,11,-20,12,-12,-16,4,-20,6,11,5,4,-10,-10,19,18,11,4,-10,-10,-7,8,-2,4,3,-2,-1,11,8,-10,-6,5,18,-13,10,-13,11,-10,4,8,0,5,7,0,7,0,4,8,1,-6,0,-6,-1,8,-5,11,-23,-3,7,0,-10,1,0
rav,cin,-16,18,-5,-7,6,3,-1,-3,-4,-20,-3,0,-3,-6,-5,1,-7,-4,-6,-4,3,0,-3,0,7,-14,-9,-17,4,26,-6,0,10,-9,-6,11,5,8,-3,0,19,-9,-3,7,19,5,-6,-13,18,-3,-6,-3,-3,-1,26,-14,4,1,4,1,-10,-17,-17,-6,11,7,-3,-13,-2,1,0,-6,-10,-13,11,-10,-4,-3,-3,-10
cle,pit,-10,1,8,15,3,4,5,9,-12,4,-3,18,1,-5,-6,0,-10,8,-6,8,14,1,-6,-17,8,4,-17,-9,-13,0,-13,1,-11,11,-2,15,7,-16,-3,-6,15,8,7,-3,5,11,-3,-1,4,-12,14,4,0,-13,8,32,-5,-2,-4,-7,-4,-17,4,11,0,17,-13,-3,-14,-7,1,-13,-13,-10,1,4,1,11,0,-3
jax,clt,-7,-3,-3,4,4,-3,9,5,-10,-17,-9,4,6,4,-13,19,-17,1,-4,12,-3,11,-20,14,-6,22,-14,-4,-21,5,-3,15,-7,0,-20,1,-13,-6,-5,11,0,-16,2,-20,5,19,-1,-9,-12,17,7,4,-15,15,4,1,16,10,-14,-4,11,5,14,-20,4,-16,-3,1,-2,-6,5,-7,-3,-10,-6,6,4,0,12,10
oti,htx,-3,-7,11,14,5,28,-9,-1,0,-4,4,7,4,6,5,-2,-6,8,-10,-3,-6,3,15,-10,-3,-6,1,7,-7,-14,15,-3,-16,32,-9,-13,0,4,-13,1,-10,14,-20,2,-3,4,8,11,-17,-10,0,5,1,4,1,4,-7,-6,-10,15,-20,11,-3,0,-14,7,7,1,8,5,-7,5,-17,0,6,-6,-9,19,1,-13
nyj,mia,1,-10,-3,7,14,4,-20,0,-20,-4,-9,14,3,-3,-14,26,7,4,-17,-4,7,5,-10,15,4,-3,-13,-10,-5,-6,-14,5,-6,4,-13,-9,-6,-13,-16,-17,-23,-4,1,-3,11,5,0,-20,-7,-3,-3,-7,-4,-1,-1,-3,-6,4,-2,0,0,3,-6,15,4,0,1,-3,0,-13,-23,5,1,-13,1,-20,-10,4,-7,0
nyg,was,0,-3,-23,0,-9,14,1,-6,-2,1,4,-10,1,-3,-8,-16,0,-16,-2,4,-2,13,-16,8,-23,15,0,18,8,13,19,-16,-9,10,-23,11,29,4,-7,-6,0,1,3,4,-13,22,-6,1,-17,4,-7,1,4,11,7,1,-2,22,22,18,-7,8,1,-9,-3,4,-3,15,4,10,5,-5,4,-3,15,-2,8,5,-6,-7
car,atl,-6,-10,7,-3,-10,8,4,-17,-3,-7,1,-3,-13,-14,11,-13,8,-10,7,-8,12,-13,-17,-1,15,-23,0,1,-16,-11,21,15,-6,-17,8,-16,7,-3,-2,4,1,11,4,3,-2,-1,11,8,-10,-6,5,18,-13,10,-13,11,-10,4,8,0,5,7,0,7,0,4,8,1,-6,0,-6,-1,8,-5,11,-23,-3,7,0,-10
min,det,-9,19,25,7,3,6,0,-3,3,3,-3,18,11,4,0,4,8,21,-16,0,-13,12,11,4,4,8,7,8,1,11,14,11,0,-17,13,-1,-2,-9,-9,0,-3,0,-7,-5,-3,11,17,-13,-2,1,4,14,-2,-4,8,7,1,4,8,-6,-14,-1,17,9,4,-3,-2,2,11,1,1,3,-5,8,-13,15,-3,4,10,12
buf,nwe,-4,-23,4,-3,-17,4,8,11,14,-9,-13,0,-10,0,-6,12,0,-2,1,4,1,14,0,-3,-3,4,1,0,-2,0,5,-14,-13,1,-6,27,-11,-8,11,-5,18,-16,-3,1,4,3,11,8,11,8,-3,1,32,8,4,-6,4,7,7,4,-17,-10,7,0,0,-20,-10,-13,0,-2,5,-23,0,-7,11,18,19,-9,0,-7
chi,gnb,-12,31,15,8,22,5,-3,0,-2,19,0,-3,-4,-2,4,-3,18,22,4,-2,-5,3,9,17,17,0,8,7,1,-2,3,1,5,-10,-10,-2,-9,-2,-6,0,8,15,14,13,-1,-2,-13,17,3,3,-10,4,-10,4,-3,4,21,8,8,-10,-4,-6,-1,-14,7,11,15,-3,5,11,11,14,32,-16,-2,-10,4,-3,0,-9
crd,sfo,-6,-13,14,11,7,-13,-2,1,17,-12,4,-9,4,1,4,-10,-1,11,-3,9,-1,-17,-10,-13,-16,8,2,-2,1,4,-10,4,-10,5,15,-13,-23,35,-17,-16,11,1,10,-9,-4,-6,0,-10,4,-17,-3,0,-14,-13,19,-13,8,-6,9,-3,11,-20,12,-12,-16,4,-20,6,11,5,4,-10,-10,19,18,11,4,-10,-10,-7
den,rai,14,-10,-3,4,28,5,12,5,8,11,4,-6,5,-3,22,-2,10,16,12,-4,28,25,29,-3,14,-2,18,0,26,4,15,-20,11,-11,11,-6,3,-10,8,0,-10,3,8,33,4,14,1,8,-4,0,5,0,-3,1,-3,26,-2,-5,-16,1,4,-6,-9,1,-2,14,-4,-14,-6,-2,-2,1,-17,-6,-8,-23,-10,3,-6,-3
tam,nor,-10,0,-9,10,4,-17,-17,4,1,-2,18,5,-1,-4,1,4,-10,8,0,8,-3,8,-13,-10,-20,0,-9,-7,-6,-5,-1,-6,-10,5,-23,18,-2,0,0,8,-10,-6,-7,4,8,-10,-16,11,-6,-10,0,-3,26,-6,-3,3,12,-6,4,7,3,-5,15,-6,8,-16,-7,-9,0,-6,15,21,11,8,18,-23,4,29,-10,0
sdg,kan,3,-10,4,-3,14,-9,-13,-6,18,15,-7,-3,-3,5,1,7,1,-17,-4,-14,-6,4,7,-2,-6,-3,10,7,5,8,1,-2,4,-6,-16,8,11,1,-10,-3,-16,0,33,8,22,-13,5,12,15,18,-6,4,0,-10,0,-6,-6,-7,1,-16,3,-6,8,-16,3,-7,-6,-7,5,-21,-20,15,-10,-3,-23,-8,-16,7,4,-2
sea,ram,-13,-6,0,-23,-6,-4,11,-16,18,-3,10,-13,4,1,-9,-14,11,-1,-3,-10,5,11,0,-3,22,-6,6,-20,-11,-16,-3,-10,19,-10,27,-6,35,-23,0,-6,0,-10,4,-7,-13,7,-10,0,19,-2,15,-15,-2,5,-14,-9,-8,7,15,-10,11,-3,-12,12,-16,8,1,8,4,1,-10,-3,5,-10,-1,13,-8,-11,-7,-10
dal,phi,1,0,13,14,5,22,8,1,1,-2,-6,26,4,0,7,8,-6,-20,8,-7,25,28,-2,7,8,-16,-7,-6,13,8,-5,5,8,11,4,1,-3,-4,15,10,31,-12,7,25,11,-3,1,-2,1,-7,4,-10,26,-3,-16,-8,-20,-6,8,-3,13,-2,-3,29,-7,3,7,10,10,4,-16,19,-3,4,-10,11,0,-2,10,15
kan,clt,1,4,-16,0,33,8,22,-13,5,12,15,18,-6,4,0,-10,0,-6,-6,-7,1,-16,3,-6,8,-16,3,-7,-6,-7,5,-21,-20,15,-10,-3,-23,-8,-16,7,7,-13,0,-16,2,-20,5,19,-1,-9,-12,17,7,4,-15,15,4,1,16,10,-14,-4,11,5,14,-20,4,-16,-3,1,-2,-6,5,-7,-3,-10,-6,6,4,0
nor,phi,19,-6,-10,-6,-7,4,8,-10,-16,11,-6,-10,0,-3,26,-6,-3,3,12,-6,4,7,3,-5,15,-6,8,-16,-7,-9,0,-6,15,21,11,8,18,-23,4,29,1,-1,31,-12,7,25,11,-3,1,-2,1,-7,4,-10,26,-3,-16,-8,-20,-6,8,-3,13,-2,-3,29,-7,3,7,10,10,4,-16,19,-3,4,-10,11,0,-2
sdg,cin,4,1,3,-10,4,-3,14,-9,-13,-6,18,15,-7,-3,-3,5,1,7,1,-17,-4,-14,-6,4,7,-2,-6,-3,10,7,5,8,1,-2,4,-6,-16,8,11,1,11,-6,19,-9,-3,7,19,5,-6,-13,18,-3,-6,-3,-3,-1,26,-14,4,1,4,1,-10,-17,-17,-6,11,7,-3,-13,-2,1,0,-6,-10,-13,11,-10,-4,-3
gnb,sfo,10,5,8,15,14,13,-1,-2,-13,17,3,3,-10,4,-10,4,-3,4,21,8,8,-10,-4,-6,-1,-14,7,11,15,-3,5,11,11,14,32,-16,-2,-10,4,-3,0,-3,11,1,10,-9,-4,-6,0,-10,4,-17,-3,0,-14,-13,19,-13,8,-6,9,-3,11,-20,12,-12,-16,4,-20,6,11,5,4,-10,-10,19,18,11,4,-10
nor,sea,19,-6,-10,-6,-7,4,8,-10,-16,11,-6,-10,0,-3,26,-6,-3,3,12,-6,4,7,3,-5,15,-6,8,-16,-7,-9,0,-6,15,21,11,8,18,-23,4,29,4,-14,-13,-6,0,-23,-6,-4,11,-16,18,-3,10,-13,4,1,-9,-14,11,-1,-3,-10,5,11,0,-3,22,-6,6,-20,-11,-16,-3,-10,19,-10,27,-6,35,-23
nwe,clt,11,-3,18,-16,-3,1,4,3,11,8,11,8,-3,1,32,8,4,-6,4,7,7,4,-17,-10,7,0,0,-20,-10,-13,0,-2,5,-23,0,-7,11,18,19,-9,7,-13,0,-16,2,-20,5,19,-1,-9,-12,17,7,4,-15,15,4,1,16,10,-14,-4,11,5,14,-20,4,-16,-3,1,-2,-6,5,-7,-3,-10,-6,6,4,0
sfo,car,0,-3,11,1,10,-9,-4,-6,0,-10,4,-17,-3,0,-14,-13,19,-13,8,-6,9,-3,11,-20,12,-12,-16,4,-20,6,11,5,4,-10,-10,19,18,11,4,-10,-2,-3,-6,-10,7,-3,-10,8,4,-17,-3,-7,1,-3,-13,-14,11,-13,8,-10,7,-8,12,-13,-17,-1,15,-23,0,1,-16,-11,21,15,-6,-17,8,-16,7,-3
sdg,den,4,1,3,-10,4,-3,14,-9,-13,-6,18,15,-7,-3,-3,5,1,7,1,-17,-4,-14,-6,4,7,-2,-6,-3,10,7,5,8,1,-2,4,-6,-16,8,11,1,11,-9,14,-10,-3,4,28,5,12,5,8,11,4,-6,5,-3,22,-2,10,16,12,-4,28,25,29,-3,14,-2,18,0,26,4,15,-20,11,-11,11,-6,3,-10
den,nwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sea,sfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sea,den,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sea,gnb,4,-14,-13,-6,0,-23,-6,-4,11,-16,18,-3,10,-13,4,1,-9,-14,11,-1,-3,-10,5,11,0,-3,22,-6,6,-20,-11,-16,-3,-10,19,-10,27,-6,35,-23,10,5,8,15,14,13,-1,-2,-13,17,3,3,-10,4,-10,4,-3,4,21,8,8,-10,-4,-6,-1,-14,7,11,15,-3,5,11,11,14,32,-16,-2,-10,4,-3
buf,chi,-3,11,-4,-23,4,-3,-17,4,8,11,14,-9,-13,0,-10,0,-6,12,0,-2,1,4,1,14,0,-3,-3,4,1,0,-2,0,5,-14,-13,1,-6,27,-11,-8,5,10,-12,31,15,8,22,5,-3,0,-2,19,0,-3,-4,-2,4,-3,18,22,4,-2,-5,3,9,17,17,0,8,7,1,-2,3,1,5,-10,-10,-2,-9,-2
min,ram,-9,-10,-9,19,25,7,3,6,0,-3,3,3,-3,18,11,4,0,4,8,21,-16,0,-13,12,11,4,4,8,7,8,1,11,14,11,0,-17,13,-1,-2,-9,-14,4,0,-10,4,-7,-13,7,-10,0,19,-2,15,-15,-2,5,-14,-9,-8,7,15,-10,11,-3,-12,12,-16,8,1,8,4,1,-10,-3,5,-10,-1,13,-8,-11
rav,cin,-6,11,-16,18,-5,-7,6,3,-1,-3,-4,-20,-3,0,-3,-6,-5,1,-7,-4,-6,-4,3,0,-3,0,7,-14,-9,-17,4,26,-6,0,10,-9,-6,11,5,8,11,-6,19,-9,-3,7,19,5,-6,-13,18,-3,-6,-3,-3,-1,26,-14,4,1,4,1,-10,-17,-17,-6,11,7,-3,-13,-2,1,0,-6,-10,-13,11,-10,-4,-3
pit,cle,-3,-16,15,8,7,-3,5,11,-3,-1,4,-12,14,4,0,-13,8,32,-5,-2,-4,-7,-4,-17,4,11,0,17,-13,-3,-14,-7,1,-13,-13,-10,1,4,1,11,-16,-3,-10,1,8,15,3,4,5,9,-12,4,-3,18,1,-5,-6,0,-10,8,-6,8,14,1,-6,-17,8,4,-17,-9,-13,0,-13,1,-11,11,-2,15,7,-16
phi,jax,1,-1,31,-12,7,25,11,-3,1,-2,1,-7,4,-10,26,-3,-16,-8,-20,-6,8,-3,13,-2,-3,29,-7,3,7,10,10,4,-16,19,-3,4,-10,11,0,-2,-13,7,-7,-3,-3,4,4,-3,9,5,-10,-17,-9,4,6,4,-13,19,-17,1,-4,12,-3,11,-20,14,-6,22,-14,-4,-21,5,-3,15,-7,0,-20,1,-13,-6
kan,oti,1,4,-16,0,33,8,22,-13,5,12,15,18,-6,4,0,-10,0,-6,-6,-7,1,-16,3,-6,8,-16,3,-7,-6,-7,5,-21,-20,15,-10,-3,-23,-8,-16,7,-7,-13,-3,-7,11,14,5,28,-9,-1,0,-4,4,7,4,6,5,-2,-6,8,-10,-3,-6,3,15,-10,-3,-6,1,7,-7,-14,15,-3,-16,32,-9,-13,0,4
