team1_pts,team2_pts
27,23
13,51
13,27
24,27
24,31
14,27
28,25
3,26
24,9
30,20
22,14
24,26
18,26
23,26
24,31
34,40
24,19
26,11
37,20
18,37
24,26
26,9
16,19
13,20
13,49
30,27
35,32
34,27
16,12
16,24
12,17
24,28
27,24
21,7
29,3
20,37
33,13
35,27
27,23
7,41
17,34
17,34
36,26
17,10
10,17
7,17
17,24
17,20
35,22
3,20
31,34
14,19
10,16
41,24
19,16
3,34
17,9
20,42
13,9
8,37
6,45
20,24
26,15
26,18
21,29
6,22
13,20
17,31
13,31
11,28
31,37
17,20
34,7
20,23
9,40
22,28
37,30
31,24
40,20
24,17
19,27
38,35
38,24
20,7
15,20
21,22
46,48
45,10
23,17
16,23
42,21
28,12
23,17
21,42
30,24
13,21
13,34
23,3
17,38
21,24
36,20
27,37
38,24
20,16
10,39
22,29
21,44
17,10
7,34
20,23
17,24
31,34
24,12
38,6
38,35
31,15
28,38
35,41
16,10
27,17
24,17
27,13
9,17
26,3
10,23
22,28
6,13
10,42
19,21
23,33
20,23
21,31
27,24
38,20
24,31
16,47
15,16
35,14
17,34
28,10
21,26
19,22
13,20
20,26
9,17
27,10
28,12
31,51
23,28
24,35
37,20
20,31
20,34
25,38
17,27
30,34
23,27
6,38
20,27
34,43
11,21
27,17
16,13
20,24
23,34
20,17
16,26
14,16
35,30
40,39
31,28
31,17
17,13
28,11
21,26
42,21
33,30
13,31
19,37
30,15
33,16
23,20
35,30
24,34
13,31
26,30
35,32
23,23
20,34
28,21
31,30
20,36
36,9
16,21
36,7
23,26
38,31
10,28
37,30
34,20
37,28
21,31
11,19
33,25
49,38
29,35
23,31
31,23
17,31
38,31
17,9
23,30
20,25
26,10
30,16
20,19
16,23
27,3
30,10
30,14
40,32
29,38
10,30
17,43
32,23
37,34
27,26
30,27
42,16
12,18
34,16
40,23
23,16
27,31
38,7
36,42
19,20
30,28
24,0
10,38
16,24
17,26
10,38
21,22
20,35
27,24
22,23
10,18
24,27
37,34
3,25
45,20
43,16
33,6
39,29
34,37
24,10
17,25
41,21
28,22
28,17
28,24
21,24
20,31
16,6
35,9
30,31
27,37
23,26
9,23
25,23
17,34
24,10
34,20
25,27
27,34
34,44
33,31
24,17
23,20
31,26
31,34
24,19
38,3
30,27
17,34
10,7
30,27
24,20
23,46
27,17
12,37
21,29
32,30
36,10
27,13
23,16
23,17
13,19
21,28
24,9
20,9
17,22
27,20
3,27
24,30
0,20
13,20
28,34
34,31
31,28
31,35
27,24
25,41
41,16
6,43
27,17
19,17
25,27
26,45
17,20
20,3
28,27
3,31
23,20
27,24
25,41
23,17
14,19
16,21
30,34
7,19
41,35
20,26
24,27
31,28
28,38
17,12
30,16
0,45
16,22
23,17
34,24
34,17
3,24
32,27
36,7
30,7
7,26
10,31
33,27
26,14
44,27
3,40
17,20
31,24
24,21
15,23
15,26
47,42
30,27
19,48
16,24
31,27
27,33
20,27
41,33
25,46
14,40
22,12
20,15
26,33
20,23
32,29
6,20
27,17
33,52
7,47
20,12
26,25
17,14
41,17
37,31
23,16
28,24
13,27
20,13
16,19
17,37
9,20
40,14
38,9
27,44
26,56
3,38
22,24
19,23
35,37
14,28
7,33
16,35
14,28
7,18
31,32
41,38
38,21
23,26
20,14
24,27
30,20
23,31
20,13
21,9
37,48
18,32
3,17
22,17
30,20
26,31
24,38
9,31
31,29
32,6
16,23
19,14
24,27
16,28
13,38
33,41
21,37
16,20
29,33
13,27
38,3
17,16
14,34
27,33
30,29
0,35
7,26
20,17
21,31
24,27
13,23
6,25
11,17
17,26
25,48
33,34
17,20
30,33
35,36
17,35
24,9
17,14
43,21
6,26
24,10
25,16
31,19
19,17
30,24
28,13
0,26
31,28
17,30
34,24
28,30
41,21
21,24
34,30
0,40
36,28
24,14
14,7
27,17
30,42
21,27
24,27
20,37
21,28
23,7
17,27
19,17
14,28
26,17
20,27
21,18
22,25
19,27
17,19
25,22
37,19
45,17
22,33
20,9
47,42
10,17
44,20
38,20
25,31
22,28
20,23
34,28
24,14
34,11
31,3
31,13
38,11
34,6
14,37
29,35
34,24
23,20
34,31
17,14
30,28
3,25
17,41
10,24
27,3
54,13
28,19
33,22
3,38
5,31
30,18
10,13
21,24
19,13
11,26
22,33
34,31
15,10
34,31
6,44
38,22
31,7
27,24
27,36
17,10
20,16
17,20
45,30
25,27
9,6
30,16
34,31
24,6
41,16
17,9
16,23
27,24
31,17
7,13
28,16
27,29
22,10
3,43
17,45
16,16
23,21
19,29
7,45
23,17
27,20
34,10
30,13
17,0
14,41
10,31
0,25
41,15
13,16
13,22
30,10
40,29
21,27
13,10
31,34
24,17
32,13
19,9
23,13
37,41
10,30
14,16
36,33
31,6
21,14
41,10
21,14
7,13
33,10
38,31
36,13
13,28
34,26
28,36
16,10
15,17
27,17
30,17
22,33
22,41
29,27
33,18
31,0
20,9
30,23
17,15
37,7
19,20
22,9
14,10
36,28
21,29
23,26
24,22
20,27
13,33
0,20
48,9
9,30
38,10
37,21
27,33
45,30
23,30
34,28
17,27
31,14
12,30
6,21
31,30
16,30
24,31
19,13
13,31
10,15
9,0
14,16
17,9
17,27
10,20
17,20
24,22
22,16
20,16
33,21
6,32
21,41
41,29
21,26
30,23
34,10
25,24
17,13
36,10
14,56
20,3
29,15
18,10
29,3
34,31
20,23
25,22
50,10
3,34
28,24
16,20
34,13
7,23
51,29
19,20
10,37
14,26
24,28
51,26
30,20
10,27
17,41
17,31
21,16
11,26
37,30
28,25
24,33
7,22
13,16
38,30
27,24
35,32
19,26
47,17
15,31
23,17
42,21
34,11
19,16
13,10
27,30
42,36
27,24
20,17
20,23
