0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
crd,pit,-13,11,4,8,-13,-10,-2,-1,5,-2,-16,15,4,3,-11,-4,20,-10,-17,-4,-6,-10,15,-6,-13,-6,0,-3,1,-23,-16,12,18,-14,4,-20,-6,-1,0,-16
ram,dal,-20,1,-13,-6,-16,14,-7,5,-10,8,-17,-7,2,-6,-10,4,-10,8,-4,-17,-7,-3,7,11,-5,-7,4,1,1,4,-9,-10,3,4,10,7,4,7,15,12
min,gnb,-13,16,11,-13,-6,-1,0,3,-3,1,-6,1,-10,-3,1,-9,-9,17,-20,-2,1,-20,2,-9,26,0,4,-6,7,0,19,11,-13,-20,22,-6,4,8,-20,-16
kan,rai,5,1,-1,-6,-6,-3,-20,25,-16,18,-13,8,11,-9,4,-10,-23,8,-13,-17,1,-6,2,-3,-4,8,11,1,12,15,0,-3,8,-13,3,8,16,0,8,15
clt,nor,-6,4,1,5,-6,1,-3,0,-4,4,-16,11,0,-3,8,3,11,1,7,5,-3,3,7,4,0,-13,17,10,7,-10,11,19,-10,0,-6,-9,1,7,8,-10
jax,rav,-10,-6,-3,7,-13,0,-13,-7,-20,9,-7,-9,-6,11,-6,-3,1,11,15,8,6,-9,11,-6,14,-16,-10,3,12,-16,-10,-16,-3,-13,7,1,11,5,-13,-10
nor,ram,39,-16,-3,3,7,4,0,-13,17,10,7,-10,11,19,-10,0,-6,-9,1,7,-16,11,-20,1,-13,-6,-16,14,-7,5,-10,8,-17,-7,2,-6,-10,4,-10,8
crd,rav,-3,9,-13,11,4,8,-13,-10,-2,-1,5,-2,-16,15,4,3,-11,-4,20,-10,-16,-11,6,-9,11,-6,14,-16,-10,3,12,-16,-10,-16,-3,-13,7,1,11,5
nyg,mia,4,1,2,13,8,4,6,-7,5,-7,-9,5,-6,-9,-6,22,8,15,-2,-20,-8,-5,-17,1,-7,3,-7,-6,-10,0,1,15,-16,15,4,11,-9,-6,-13,-17
oti,clt,-16,18,-6,15,8,-10,-6,-9,3,-10,-9,-7,-3,0,-9,11,8,-6,5,7,-16,39,-6,4,1,5,-6,1,-3,0,-4,4,-16,11,0,-3,8,3,11,1
jax,htx,-11,-16,-10,-6,-3,7,-13,0,-13,-7,-20,9,-7,-9,-6,11,-6,-3,1,11,18,-16,-9,6,-3,2,-6,-13,10,17,0,-10,11,-16,11,-6,0,1,-6,8
min,car,4,10,-13,16,11,-13,-6,-1,0,3,-3,1,-6,1,-10,-3,1,-9,-9,17,10,-3,-6,8,4,7,6,11,-7,-13,0,7,-2,5,-13,8,-20,4,-4,-11
buf,was,1,4,8,1,-3,0,11,8,15,12,18,-16,-16,15,-20,11,-6,-9,-10,-17,-3,10,-10,-3,-6,-13,-7,-5,-1,-2,5,-9,-9,-6,-3,-6,7,10,-7,-6
det,den,-7,0,-4,2,1,-10,11,7,3,0,25,-20,4,-3,-3,-10,11,4,0,-3,-5,-8,1,6,0,26,-9,-6,1,-1,-3,0,5,10,1,0,0,16,-10,20
cle,sfo,-17,-20,-6,1,-10,8,-6,-7,4,-4,-6,4,-14,18,-13,-3,-6,-4,-17,-10,2,-4,25,-20,1,0,-10,-15,1,4,10,-6,15,-16,-6,2,-16,11,17,-2
nwe,pit,-3,-7,7,-2,8,-4,8,11,12,-2,15,1,15,-16,11,-20,8,4,13,-16,9,-3,-6,-10,15,-6,-13,-6,0,-3,1,-23,-16,12,18,-14,4,-20,-6,-1
cin,sea,4,-6,7,-3,0,-3,-15,-10,-1,1,4,-6,-16,-10,11,-3,-4,-6,-16,0,-20,-17,13,2,5,7,-10,-13,-23,1,-6,10,-7,-17,-8,15,-5,11,-2,17
dal,phi,11,-16,-7,-3,7,11,-5,-7,4,1,1,4,-9,-10,3,4,10,7,4,7,-3,-10,1,8,0,1,-7,6,8,12,8,-10,-10,-9,-9,1,15,8,7,4
sdg,kan,-2,4,6,1,3,-7,-3,-6,-2,12,1,-6,10,5,-3,11,11,-16,8,-23,5,-23,5,1,-1,-6,-6,-3,-20,25,-16,18,-13,8,11,-9,4,-10,-23,8
atl,clt,0,-7,8,-6,-9,2,7,5,-10,-7,12,8,-11,7,8,-13,-9,-6,11,-5,-13,4,-16,39,-6,4,1,5,-6,1,-3,0,-4,4,-16,11,0,-3,8,3
dal,sea,-16,11,11,-16,-7,-3,7,11,-5,-7,4,1,1,4,-9,-10,3,4,10,7,-11,11,-20,-17,13,2,5,7,-10,-13,-23,1,-6,10,-7,-17,-8,15,-5,11
nyj,buf,4,-2,1,-17,-2,7,-6,11,1,11,9,-20,4,1,15,-16,11,15,-1,-6,0,-23,1,4,8,1,-3,0,11,8,15,12,18,-16,-16,15,-20,11,-6,-9
cle,htx,-13,-3,-17,-20,-6,1,-10,8,-6,-7,4,-4,-6,4,-14,18,-13,-3,-6,-4,1,-9,18,-16,-9,6,-3,2,-6,-13,10,17,0,-10,11,-16,11,-6,0,1
kan,mia,0,-3,5,-23,5,1,-1,-6,-6,-3,-20,25,-16,18,-13,8,11,-9,4,-10,-6,-3,-8,-5,-17,1,-7,3,-7,-6,-10,0,1,15,-16,15,4,11,-9,-6
was,sfo,-23,0,-3,10,-10,-3,-6,-13,-7,-5,-1,-2,5,-9,-9,-6,-3,-6,7,10,-3,-13,2,-4,25,-20,1,0,-10,-15,1,4,10,-6,15,-16,-6,2,-16,11
nor,tam,-2,8,39,-16,-3,3,7,4,0,-13,17,10,7,-10,11,19,-10,0,-6,-9,-5,1,3,-3,-20,25,1,-6,-7,-10,1,-3,-3,4,0,-10,15,-8,-3,0
oti,cin,4,-13,-16,18,-6,15,8,-10,-6,-9,3,-10,-9,-7,-3,0,-9,11,8,-6,11,-11,4,-6,7,-3,0,-3,-15,-10,-1,1,4,-6,-16,-10,11,-3,-4,-6
den,rai,-13,22,-5,-8,1,6,0,26,-9,-6,1,-1,-3,0,5,10,1,0,0,16,-23,5,1,-6,2,-3,-4,8,11,1,12,15,0,-3,8,-13,3,8,16,0
crd,ram,4,7,-3,9,-13,11,4,8,-13,-10,-2,-1,5,-2,-16,15,4,3,-11,-4,8,-2,-16,11,-20,1,-13,-6,-16,14,-7,5,-10,8,-17,-7,2,-6,-10,4
gnb,sdg,10,4,1,-20,2,-9,26,0,4,-6,7,0,19,11,-13,-20,22,-6,4,8,-3,0,-2,4,6,1,3,-7,-3,-6,-2,12,1,-6,10,5,-3,11,11,-16
nwe,nyg,-6,2,-3,-7,7,-2,8,-4,8,11,12,-2,15,1,15,-16,11,-20,8,4,-3,-6,4,1,2,13,8,4,6,-7,5,-7,-9,5,-6,-9,-6,22,8,15
pit,rav,2,-6,9,-3,-6,-10,15,-6,-13,-6,0,-3,1,-23,-16,12,18,-14,4,-20,7,4,-16,-11,6,-9,11,-6,14,-16,-10,3,12,-16,-10,-16,-3,-13,7,1
chi,phi,1,-5,16,-13,-10,1,11,6,-6,4,-10,7,7,-11,-20,-13,15,11,17,-9,11,-16,-3,-10,1,8,0,1,-7,6,8,12,8,-10,-10,-9,-9,1,15,8
rai,sdg,1,15,-23,5,1,-6,2,-3,-4,8,11,1,12,15,0,-3,8,-13,3,8,15,22,-3,0,-2,4,6,1,3,-7,-3,-6,-2,12,1,-6,10,5,-3,11
dal,buf,0,-10,-16,11,11,-16,-7,-3,7,11,-5,-7,4,1,1,4,-9,-10,3,4,-12,4,0,-23,1,4,8,1,-3,0,11,8,15,12,18,-16,-16,15,-20,11
pit,cin,-3,0,2,-6,9,-3,-6,-10,15,-6,-13,-6,0,-3,1,-23,-16,12,18,-14,1,-6,11,-11,4,-6,7,-3,0,-3,-15,-10,-1,1,4,-6,-16,-10,11,-3
phi,crd,1,7,11,-16,-3,-10,1,8,0,1,-7,6,8,12,8,-10,-10,-9,-9,1,-4,-10,4,7,-3,9,-13,11,4,8,-13,-10,-2,-1,5,-2,-16,15,4,3
jax,clt,-9,1,-11,-16,-10,-6,-3,7,-13,0,-13,-7,-20,9,-7,-9,-6,11,-6,-3,-16,8,-13,4,-16,39,-6,4,1,5,-6,1,-3,0,-4,4,-16,11,0,-3
tam,htx,-7,4,-5,1,3,-3,-20,25,1,-6,-7,-10,1,-3,-3,4,0,-10,15,-8,7,-11,1,-9,18,-16,-9,6,-3,2,-6,-13,10,17,0,-10,11,-16,11,-6
atl,nor,8,-16,0,-7,8,-6,-9,2,7,5,-10,-7,12,8,-11,7,8,-13,-9,-6,4,-7,-2,8,39,-16,-3,3,7,4,0,-13,17,10,7,-10,11,19,-10,0
ram,cle,-10,-4,8,-2,-16,11,-20,1,-13,-6,-16,14,-7,5,-10,8,-17,-7,2,-6,-11,7,-13,-3,-17,-20,-6,1,-10,8,-6,-7,4,-4,-6,4,-14,18,-13,-3
den,kan,15,1,-13,22,-5,-8,1,6,0,26,-9,-6,1,-1,-3,0,5,10,1,0,-20,8,0,-3,5,-23,5,1,-1,-6,-6,-3,-20,25,-16,18,-13,8,11,-9
was,mia,-12,-4,-23,0,-3,10,-10,-3,-6,-13,-7,-5,-1,-2,5,-9,-9,-6,-3,-6,8,-20,-6,-3,-8,-5,-17,1,-7,3,-7,-6,-10,0,1,15,-16,15,4,11
car,oti,-2,1,10,-3,-6,8,4,7,6,11,-7,-13,0,7,-2,5,-13,8,-20,4,-6,1,4,-13,-16,18,-6,15,8,-10,-6,-9,3,-10,-9,-7,-3,0,-9,11
sea,rav,-10,0,-11,11,-20,-17,13,2,5,7,-10,-13,-23,1,-6,10,-7,-17,-8,15,0,-3,7,4,-16,-11,6,-9,11,-6,14,-16,-10,3,12,-16,-10,-16,-3,-13
nyg,sfo,1,-3,-3,-6,4,1,2,13,8,4,6,-7,5,-7,-9,5,-6,-9,-6,22,-4,-12,-3,-13,2,-4,25,-20,1,0,-10,-15,1,4,10,-6,15,-16,-6,2
det,chi,22,-13,-7,0,-4,2,1,-10,11,7,3,0,25,-20,4,-3,-3,-10,11,4,7,1,1,-5,16,-13,-10,1,11,6,-6,4,-10,7,7,-11,-20,-13,15,11
nwe,nyj,-3,1,-6,2,-3,-7,7,-2,8,-4,8,11,12,-2,15,1,15,-16,11,-20,4,-12,4,-2,1,-17,-2,7,-6,11,1,11,9,-20,4,1,15,-16,11,15
gnb,min,22,15,10,4,1,-20,2,-9,26,0,4,-6,7,0,19,11,-13,-20,22,-6,1,-2,4,10,-13,16,11,-13,-6,-1,0,3,-3,1,-6,1,-10,-3,1,-9
den,nyj,-6,-13,15,1,-13,22,-5,-8,1,6,0,26,-9,-6,1,-1,-3,0,5,10,-7,14,4,-12,4,-2,1,-17,-2,7,-6,11,1,11,9,-20,4,1,15,-16
mia,buf,-3,-14,8,-20,-6,-3,-8,-5,-17,1,-7,3,-7,-6,-10,0,1,15,-16,15,-16,21,-12,4,0,-23,1,4,8,1,-3,0,11,8,15,12,18,-16,-16,15
car,det,-20,7,-2,1,10,-3,-6,8,4,7,6,11,-7,-13,0,7,-2,5,-13,8,-10,14,22,-13,-7,0,-4,2,1,-10,11,7,3,0,25,-20,4,-3,-3,-10
cin,rav,-6,1,1,-6,11,-11,4,-6,7,-3,0,-3,-15,-10,-1,1,4,-6,-16,-10,-6,-1,0,-3,7,4,-16,-11,6,-9,11,-6,14,-16,-10,3,12,-16,-10,-16
cle,jax,-11,-10,-11,7,-13,-3,-17,-20,-6,1,-10,8,-6,-7,4,-4,-6,4,-14,18,-6,-20,-9,1,-11,-16,-10,-6,-3,7,-13,0,-13,-7,-20,9,-7,-9,-6,11
tam,gnb,-14,14,-7,4,-5,1,3,-3,-20,25,1,-6,-7,-10,1,-3,-3,4,0,-10,22,-16,22,15,10,4,1,-20,2,-9,26,0,4,-6,7,0,19,11,-13,-20
was,dal,-14,-3,-12,-4,-23,0,-3,10,-10,-3,-6,-13,-7,-5,-1,-2,5,-9,-9,-6,21,-16,0,-10,-16,11,11,-16,-7,-3,7,11,-5,-7,4,1,1,4,-9,-10
min,rai,-16,22,1,-2,4,10,-13,16,11,-13,-6,-1,0,3,-3,1,-6,1,-10,-3,1,-6,1,15,-23,5,1,-6,2,-3,-4,8,11,1,12,15,0,-3,8,-13
crd,sfo,-2,-6,-4,-10,4,7,-3,9,-13,11,4,8,-13,-10,-2,-1,5,-2,-16,15,4,-3,-4,-12,-3,-13,2,-4,25,-20,1,0,-10,-15,1,4,10,-6,15,-16
sea,ram,-1,-6,-10,0,-11,11,-20,-17,13,2,5,7,-10,-13,-23,1,-6,10,-7,-17,-10,-11,-10,-4,8,-2,-16,11,-20,1,-13,-6,-16,14,-7,5,-10,8,-17,-7
oti,atl,7,-20,-6,1,4,-13,-16,18,-6,15,8,-10,-6,-9,3,-10,-9,-7,-3,0,0,3,8,-16,0,-7,8,-6,-9,2,7,5,-10,-7,12,8,-11,7,8,-13
chi,sdg,14,-10,7,1,1,-5,16,-13,-10,1,11,6,-6,4,-10,7,7,-11,-20,-13,-6,1,15,22,-3,0,-2,4,6,1,3,-7,-3,-6,-2,12,1,-6,10,5
phi,nyg,-6,-2,1,7,11,-16,-3,-10,1,8,0,1,-7,6,8,12,8,-10,-10,-9,-3,4,1,-3,-3,-6,4,1,2,13,8,4,6,-7,5,-7,-9,5,-6,-9
nwe,kan,14,-7,-3,1,-6,2,-3,-7,7,-2,8,-4,8,11,12,-2,15,1,15,-16,-13,-6,-20,8,0,-3,5,-23,5,1,-1,-6,-6,-3,-20,25,-16,18,-13,8
det,gnb,26,12,-10,14,22,-13,-7,0,-4,2,1,-10,11,7,3,0,25,-20,4,-3,12,3,22,-16,22,15,10,4,1,-20,2,-9,26,0,4,-6,7,0,19,11
dal,mia,4,1,21,-16,0,-10,-16,11,11,-16,-7,-3,7,11,-5,-7,4,1,1,4,12,-15,-3,-14,8,-20,-6,-3,-8,-5,-17,1,-7,3,-7,-6,-10,0,1,15
rav,sfo,8,1,-6,-1,0,-3,7,4,-16,-11,6,-9,11,-6,14,-16,-10,3,12,-16,0,-16,4,-3,-4,-12,-3,-13,2,-4,25,-20,1,0,-10,-15,1,4,10,-6
crd,ram,-16,0,-2,-6,-4,-10,4,7,-3,9,-13,11,4,8,-13,-10,-2,-1,5,-2,-16,1,-10,-11,-10,-4,8,-2,-16,11,-20,1,-13,-6,-16,14,-7,5,-10,8
atl,min,0,-6,0,3,8,-16,0,-7,8,-6,-9,2,7,5,-10,-7,12,8,-11,7,-2,4,-16,22,1,-2,4,10,-13,16,11,-13,-6,-1,0,3,-3,1,-6,1
buf,nyj,-15,12,-16,21,-12,4,0,-23,1,4,8,1,-3,0,11,8,15,12,18,-16,-10,-6,-7,14,4,-12,4,-2,1,-17,-2,7,-6,11,1,11,9,-20,4,1
cle,cin,-9,-13,-11,-10,-11,7,-13,-3,-17,-20,-6,1,-10,8,-6,-7,4,-4,-6,4,1,8,-6,1,1,-6,11,-11,4,-6,7,-3,0,-3,-15,-10,-1,1,4,-6
oti,tam,-6,0,7,-20,-6,1,4,-13,-16,18,-6,15,8,-10,-6,-9,3,-10,-9,-7,3,12,-14,14,-7,4,-5,1,3,-3,-20,25,1,-6,-7,-10,1,-3,-3,4
car,clt,12,26,-20,7,-2,1,10,-3,-6,8,4,7,6,11,-7,-13,0,7,-2,5,-20,-6,-16,8,-13,4,-16,39,-6,4,1,5,-6,1,-3,0,-4,4,-16,11
htx,jax,14,-14,7,-11,1,-9,18,-16,-9,6,-3,2,-6,-13,10,17,0,-10,11,-16,-13,-9,-6,-20,-9,1,-11,-16,-10,-6,-3,7,-13,0,-13,-7,-20,9,-7,-9
chi,rai,8,-3,14,-10,7,1,1,-5,16,-13,-10,1,11,6,-6,4,-10,7,7,-11,4,-2,1,-6,1,15,-23,5,1,-6,2,-3,-4,8,11,1,12,15,0,-3
was,sea,1,4,-14,-3,-12,-4,-23,0,-3,10,-10,-3,-6,-13,-7,-5,-1,-2,5,-9,1,-16,-1,-6,-10,0,-11,11,-20,-17,13,2,5,7,-10,-13,-23,1,-6,10
den,sdg,-6,-10,-6,-13,15,1,-13,22,-5,-8,1,6,0,26,-9,-6,1,-1,-3,0,-3,8,-6,1,15,22,-3,0,-2,4,6,1,3,-7,-3,-6,-2,12,1,-6
nwe,phi,11,-20,14,-7,-3,1,-6,2,-3,-7,7,-2,8,-4,8,11,12,-2,15,1,-6,-13,-6,-2,1,7,11,-16,-3,-10,1,8,0,1,-7,6,8,12,8,-10
pit,kan,1,-6,-3,0,2,-6,9,-3,-6,-10,15,-6,-13,-6,0,-3,1,-23,-16,12,-20,11,-13,-6,-20,8,0,-3,5,-23,5,1,-1,-6,-6,-3,-20,25,-16,18
nyg,nor,-13,-6,-3,4,1,-3,-3,-6,4,1,2,13,8,4,6,-7,5,-7,-9,5,3,0,4,-7,-2,8,39,-16,-3,3,7,4,0,-13,17,10,7,-10,11,19
phi,sea,-3,15,-6,-13,-6,-2,1,7,11,-16,-3,-10,1,8,0,1,-7,6,8,12,-6,0,1,-16,-1,-6,-10,0,-11,11,-20,-17,13,2,5,7,-10,-13,-23,1
buf,oti,1,5,-15,12,-16,21,-12,4,0,-23,1,4,8,1,-3,0,11,8,15,12,0,-6,-6,0,7,-20,-6,1,4,-13,-16,18,-6,15,8,-10,-6,-9,3,-10
tam,car,-6,0,3,12,-14,14,-7,4,-5,1,3,-3,-20,25,1,-6,-7,-10,1,-3,4,-4,12,26,-20,7,-2,1,10,-3,-6,8,4,7,6,11,-7,-13,0,7
cin,pit,0,-3,1,8,-6,1,1,-6,11,-11,4,-6,7,-3,0,-3,-15,-10,-1,1,-10,-14,1,-6,-3,0,2,-6,9,-3,-6,-10,15,-6,-13,-6,0,-3,1,-23
clt,nwe,-4,4,-20,-6,-16,8,-13,4,-16,39,-6,4,1,5,-6,1,-3,0,-4,4,15,-3,11,-20,14,-7,-3,1,-6,2,-3,-7,7,-2,8,-4,8,11,12,-2
atl,htx,1,-9,0,-6,0,3,8,-16,0,-7,8,-6,-9,2,7,5,-10,-7,12,8,-3,-10,14,-14,7,-11,1,-9,18,-16,-9,6,-3,2,-6,-13,10,17,0,-10
kan,chi,-14,-10,-20,11,-13,-6,-20,8,0,-3,5,-23,5,1,-1,-6,-6,-3,-20,25,-3,2,8,-3,14,-10,7,1,1,-5,16,-13,-10,1,11,6,-6,4,-10,7
mia,rai,-4,-3,12,-15,-3,-14,8,-20,-6,-3,-8,-5,-17,1,-7,3,-7,-6,-10,0,2,-3,4,-2,1,-6,1,15,-23,5,1,-6,2,-3,-4,8,11,1,12,15
nyj,was,5,1,-10,-6,-7,14,4,-12,4,-2,1,-17,-2,7,-6,11,1,11,9,-20,0,-6,1,4,-14,-3,-12,-4,-23,0,-3,10,-10,-3,-6,-13,-7,-5,-1,-2
den,min,-7,-10,-6,-10,-6,-13,15,1,-13,22,-5,-8,1,6,0,26,-9,-6,1,-1,-9,1,-2,4,-16,22,1,-2,4,10,-13,16,11,-13,-6,-1,0,3,-3,1
cle,rav,-3,0,-9,-13,-11,-10,-11,7,-13,-3,-17,-20,-6,1,-10,8,-6,-7,4,-4,-7,-17,8,1,-6,-1,0,-3,7,4,-16,-11,6,-9,11,-6,14,-16,-10,3
dal,crd,-3,-4,4,1,21,-16,0,-10,-16,11,11,-16,-7,-3,7,11,-5,-7,4,1,0,-3,-16,0,-2,-6,-4,-10,4,7,-3,9,-13,11,4,8,-13,-10,-2,-1
nyg,gnb,1,26,-13,-6,-3,4,1,-3,-3,-6,4,1,2,13,8,4,6,-7,5,-7,4,-8,12,3,22,-16,22,15,10,4,1,-20,2,-9,26,0,4,-6,7,0
ram,sfo,-3,0,-16,1,-10,-11,-10,-4,8,-2,-16,11,-20,1,-13,-6,-16,14,-7,5,-17,-7,0,-16,4,-3,-4,-12,-3,-13,2,-4,25,-20,1,0,-10,-15,1,4
det,nor,-8,4,26,12,-10,14,22,-13,-7,0,-4,2,1,-10,11,7,3,0,25,-20,26,1,3,0,4,-7,-2,8,39,-16,-3,3,7,4,0,-13,17,10,7,-10
sdg,jax,-10,-7,-3,8,-6,1,15,22,-3,0,-2,4,6,1,3,-7,-3,-6,-2,12,-10,-3,-13,-9,-6,-20,-9,1,-11,-16,-10,-6,-3,7,-13,0,-13,-7,-20,9
cle,pit,-13,1,-3,0,-9,-13,-11,-10,-11,7,-13,-3,-17,-20,-6,1,-10,8,-6,-7,12,-16,-10,-14,1,-6,-3,0,2,-6,9,-3,-6,-10,15,-6,-13,-6,0,-3
cin,htx,-16,12,0,-3,1,8,-6,1,1,-6,11,-11,4,-6,7,-3,0,-3,-15,-10,-6,-13,-3,-10,14,-14,7,-11,1,-9,18,-16,-9,6,-3,2,-6,-13,10,17
clt,rav,1,8,-4,4,-20,-6,-16,8,-13,4,-16,39,-6,4,1,5,-6,1,-3,0,1,-13,-7,-17,8,1,-6,-1,0,-3,7,4,-16,-11,6,-9,11,-6,14,-16
kan,nyj,-13,-20,-14,-10,-20,11,-13,-6,-20,8,0,-3,5,-23,5,1,-1,-6,-6,-3,11,-4,5,1,-10,-6,-7,14,4,-12,4,-2,1,-17,-2,7,-6,11,1,11
min,det,9,12,-9,1,-2,4,-16,22,1,-2,4,10,-13,16,11,-13,-6,-1,0,3,-6,8,-8,4,26,12,-10,14,22,-13,-7,0,-4,2,1,-10,11,7,3,0
tam,jax,-4,15,-6,0,3,12,-14,14,-7,4,-5,1,3,-3,-20,25,1,-6,-7,-10,-9,15,-10,-3,-13,-9,-6,-20,-9,1,-11,-16,-10,-6,-3,7,-13,0,-13,-7
mia,phi,11,-9,-4,-3,12,-15,-3,-14,8,-20,-6,-3,-8,-5,-17,1,-7,3,-7,-6,-9,8,-3,15,-6,-13,-6,-2,1,7,11,-16,-3,-10,1,8,0,1,-7,6
oti,nor,0,-6,0,-6,-6,0,7,-20,-6,1,4,-13,-16,18,-6,15,8,-10,-6,-9,8,-6,26,1,3,0,4,-7,-2,8,39,-16,-3,3,7,4,0,-13,17,10
nwe,was,8,1,15,-3,11,-20,14,-7,-3,1,-6,2,-3,-7,7,-2,8,-4,8,11,-4,11,0,-6,1,4,-14,-3,-12,-4,-23,0,-3,10,-10,-3,-6,-13,-7,-5
car,atl,15,-4,4,-4,12,26,-20,7,-2,1,10,-3,-6,8,4,7,6,11,-7,-13,-13,-6,1,-9,0,-6,0,3,8,-16,0,-7,8,-6,-9,2,7,5,-10,-7
den,chi,12,9,-7,-10,-6,-10,-6,-13,15,1,-13,22,-5,-8,1,6,0,26,-9,-6,-20,-13,-3,2,8,-3,14,-10,7,1,1,-5,16,-13,-10,1,11,6,-6,4
crd,sfo,-4,-10,0,-3,-16,0,-2,-6,-4,-10,4,7,-3,9,-13,11,4,8,-13,-10,3,-23,-17,-7,0,-16,4,-3,-4,-12,-3,-13,2,-4,25,-20,1,0,-10,-15
buf,sdg,-6,0,1,5,-15,12,-16,21,-12,4,0,-23,1,4,8,1,-3,0,11,8,15,-9,-10,-7,-3,8,-6,1,15,22,-3,0,-2,4,6,1,3,-7,-3,-6
rai,gnb,-9,11,2,-3,4,-2,1,-6,1,15,-23,5,1,-6,2,-3,-4,8,11,1,15,12,4,-8,12,3,22,-16,22,15,10,4,1,-20,2,-9,26,0,4,-6
nyg,dal,12,15,1,26,-13,-6,-3,4,1,-3,-3,-6,4,1,2,13,8,4,6,-7,-10,-4,-3,-4,4,1,21,-16,0,-10,-16,11,11,-16,-7,-3,7,11,-5,-7
ram,sea,-23,3,-3,0,-16,1,-10,-11,-10,-4,8,-2,-16,11,-20,1,-13,-6,-16,14,8,-9,-6,0,1,-16,-1,-6,-10,0,-11,11,-20,-17,13,2,5,7,-10,-13
jax,atl,18,-9,-9,15,-10,-3,-13,-9,-6,-20,-9,1,-11,-16,-10,-6,-3,7,-13,0,8,0,-13,-6,1,-9,0,-6,0,3,8,-16,0,-7,8,-6,-9,2,7,5
dal,tam,11,14,-10,-4,-3,-4,4,1,21,-16,0,-10,-16,11,11,-16,-7,-3,7,11,-9,18,-4,15,-6,0,3,12,-14,14,-7,4,-5,1,3,-3,-20,25,1,-6
ram,cin,-10,7,-23,3,-3,0,-16,1,-10,-11,-10,-4,8,-2,-16,11,-20,1,-13,-6,-4,-3,-16,12,0,-3,1,8,-6,1,1,-6,11,-11,4,-6,7,-3,0,-3
mia,buf,-13,3,11,-9,-4,-3,12,-15,-3,-14,8,-20,-6,-3,-8,-5,-17,1,-7,3,-13,14,-6,0,1,5,-15,12,-16,21,-12,4,0,-23,1,4,8,1,-3,0
was,nyg,4,11,-4,11,0,-6,1,4,-14,-3,-12,-4,-23,0,-3,10,-10,-3,-6,-13,14,11,12,15,1,26,-13,-6,-3,4,1,-3,-3,-6,4,1,2,13,8,4
car,htx,0,8,15,-4,4,-4,12,26,-20,7,-2,1,10,-3,-6,8,4,7,6,11,-3,-4,-6,-13,-3,-10,14,-14,7,-11,1,-9,18,-16,-9,6,-3,2,-6,-13
sea,chi,7,-10,8,-9,-6,0,1,-16,-1,-6,-10,0,-11,11,-20,-17,13,2,5,7,-13,-10,-20,-13,-3,2,8,-3,14,-10,7,1,1,-5,16,-13,-10,1,11,6
oti,clt,-6,-1,0,-6,0,-6,-6,0,7,-20,-6,1,4,-13,-16,18,-6,15,8,-10,-13,1,1,8,-4,4,-20,-6,-16,8,-13,4,-16,39,-6,4,1,5,-6,1
gnb,kan,23,-7,15,12,4,-8,12,3,22,-16,22,15,10,4,1,-20,2,-9,26,0,-13,14,-13,-20,-14,-10,-20,11,-13,-6,-20,8,0,-3,5,-23,5,1,-1,-6
nor,min,-1,-6,8,-6,26,1,3,0,4,-7,-2,8,39,-16,-3,3,7,4,0,-13,5,11,9,12,-9,1,-2,4,-16,22,1,-2,4,10,-13,16,11,-13,-6,-1
rai,det,-7,23,-9,11,2,-3,4,-2,1,-6,1,15,-23,5,1,-6,2,-3,-4,8,11,5,-6,8,-8,4,26,12,-10,14,22,-13,-7,0,-4,2,1,-10,11,7
crd,cle,-2,-4,-4,-10,0,-3,-16,0,-2,-6,-4,-10,4,7,-3,9,-13,11,4,8,-20,-9,-13,1,-3,0,-9,-13,-11,-10,-11,7,-13,-3,-17,-20,-6,1,-10,8
den,nwe,-10,-13,12,9,-7,-10,-6,-10,-6,-13,15,1,-13,22,-5,-8,1,6,0,26,11,4,8,1,15,-3,11,-20,14,-7,-3,1,-6,2,-3,-7,7,-2,8,-4
phi,nyj,3,-13,-9,8,-3,15,-6,-13,-6,-2,1,7,11,-16,-3,-10,1,8,0,1,14,-13,11,-4,5,1,-10,-6,-7,14,4,-12,4,-2,1,-17,-2,7,-6,11
sdg,rav,14,-13,15,-9,-10,-7,-3,8,-6,1,15,22,-3,0,-2,4,6,1,3,-7,1,-13,1,-13,-7,-17,8,1,-6,-1,0,-3,7,4,-16,-11,6,-9,11,-6
sfo,pit,-4,-2,3,-23,-17,-7,0,-16,4,-3,-4,-12,-3,-13,2,-4,25,-20,1,0,-9,-20,12,-16,-10,-14,1,-6,-3,0,2,-6,9,-3,-6,-10,15,-6,-13,-6
htx,clt,-10,5,-3,-4,-6,-13,-3,-10,14,-14,7,-11,1,-9,18,-16,-9,6,-3,2,4,-10,-13,1,1,8,-4,4,-20,-6,-16,8,-13,4,-16,39,-6,4,1,5
buf,den,0,7,-13,14,-6,0,1,5,-15,12,-16,21,-12,4,0,-23,1,4,8,1,0,18,-10,-13,12,9,-7,-10,-6,-10,-6,-13,15,1,-13,22,-5,-8,1,6
cin,crd,-3,-10,-4,-3,-16,12,0,-3,1,8,-6,1,1,-6,11,-11,4,-6,7,-3,-3,-6,-2,-4,-4,-10,0,-3,-16,0,-2,-6,-4,-10,4,7,-3,9,-13,11
